# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Fisher's P	Odds Ratio	CI Low	CI High	LOD	AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value
5	Red_Knolls	Clear_Lake	un	1023	210	0.480000000	2.25000	0.19172	26.40626	0.35218	0.02211	-1.00000	-1.00000
16	Red_Knolls	Clear_Lake	un	1721	57	1.000000000	1.08696	0.19905	5.93552	0.03621	0.00017	-1.00000	-1.00000
28	Red_Knolls	Clear_Lake	un	3389	66	0.464285714	0.41935	0.03596	4.89101	0.37742	0.02098	-1.00000	-1.00000
41	Red_Knolls	Clear_Lake	un	8101	57	0.000004746	43.44444	5.01506	376.35068	1.63793	0.40599	-1.00000	-1.00000
82	Red_Knolls	Clear_Lake	un	24300	337	0.444444444	0.38710	0.03311	4.52610	0.41218	0.02358	-1.00000	-1.00000
99	Red_Knolls	Clear_Lake	un	31104	51	0.003150266	7.09091	1.87799	26.77386	0.85070	0.17963	-1.00000	-1.00000
105	Red_Knolls	Clear_Lake	un	33500	21	0.117021277	4.54545	0.47195	43.77839	0.65758	0.06667	-1.00000	-1.00000
106	Red_Knolls	Clear_Lake	un	34240	22	0.006567355	6.50000	1.71211	24.67719	0.81291	0.16730	-1.00000	-1.00000
125	Red_Knolls	Clear_Lake	un	39342	238	1.000000000	0.51724	0.04445	6.01898	0.28631	0.01637	-1.00000	-1.00000
130	Red_Knolls	Clear_Lake	un	40084	278	0.480000000	0.44444	0.03787	5.21605	0.35218	0.02211	-1.00000	-1.00000
153	Red_Knolls	Clear_Lake	un	45973	61	0.461538462	2.41667	0.20633	28.30581	0.38322	0.02288	-1.00000	-1.00000
157	Red_Knolls	Clear_Lake	un	47608	121	0.021448606	0.12903	0.01454	1.14498	0.88930	0.10108	-1.00000	-1.00000
160	Red_Knolls	Clear_Lake	un	49159	64	1.000000000	0.92593	0.05493	15.60790	0.03342	0.00005	-1.00000	-1.00000
165	Red_Knolls	Clear_Lake	un	50702	14	0.172914882	0.33333	0.07681	1.44661	0.47712	0.03938	-1.00000	-1.00000
171	Red_Knolls	Clear_Lake	un	53030	58	0.245454545	0.31034	0.03040	3.16783	0.50816	0.03704	-1.00000	-1.00000
172	Red_Knolls	Clear_Lake	un	53514	57	0.245762712	3.20690	0.31542	32.60509	0.50608	0.03448	-1.00000	-1.00000
192	Red_Knolls	Clear_Lake	un	59838	67	0.245762712	3.20690	0.31542	32.60509	0.50608	0.03448	-1.00000	-1.00000
235	Red_Knolls	Clear_Lake	un	70780	89	0.482758621	0.45161	0.03880	5.25593	0.34523	0.01880	-1.00000	-1.00000
243	Red_Knolls	Clear_Lake	un	74263	463	1.000000000	1.08696	0.06420	18.40268	0.03621	0.00007	-1.00000	-1.00000
246	Red_Knolls	Clear_Lake	un	76156	16	0.500000000	2.06667	0.17791	24.00734	0.31527	0.01695	-1.00000	-1.00000
254	Red_Knolls	Clear_Lake	un	81799	136	0.245762712	3.20690	0.31542	32.60509	0.50608	0.03448	-1.00000	-1.00000
273	Red_Knolls	Clear_Lake	un	90069	154	0.500000000	2.06667	0.17791	24.00734	0.31527	0.01695	-1.00000	-1.00000
280	Red_Knolls	Clear_Lake	un	92462	21	0.496855346	2.58621	0.25274	26.46334	0.41266	0.03077	-1.00000	-1.00000
283	Red_Knolls	Clear_Lake	un	94055	80	0.493212670	2.77778	0.27089	28.48358	0.44370	0.03429	-1.00000	-1.00000
286	Red_Knolls	Clear_Lake	un	94930	105	0.000000010	63.00000	7.38797	537.22504	1.79934	0.54622	-1.00000	-1.00000
