# Population Bishop	2022_Bishop_LTC1,2022_Bishop_LTC10,2022_Bishop_LTC11,2022_Bishop_LTC12,2022_Bishop_LTC13,2022_Bishop_LTC14,2022_Bishop_LTC15,2022_Bishop_LTC2,2022_Bishop_LTC3,2022_Bishop_LTC4,2022_Bishop_LTC5,2022_Bishop_LTC6,2022_Bishop_LTC7,2022_Bishop_LTC8,2022_Bishop_LTC9
# Population Red_Knolls	2022_Red_Knolls_LTC1,2022_Red_Knolls_LTC10,2022_Red_Knolls_LTC11,2022_Red_Knolls_LTC12,2022_Red_Knolls_LTC13,2022_Red_Knolls_LTC14,2022_Red_Knolls_LTC15,2022_Red_Knolls_LTC2,2022_Red_Knolls_LTC3,2022_Red_Knolls_LTC4,2022_Red_Knolls_LTC5,2022_Red_Knolls_LTC6,2022_Red_Knolls_LTC7,2022_Red_Knolls_LTC8,2022_Red_Knolls_LTC9
# Population Clear_Lake	2022_Clear_Lake_LTC1,2022_Clear_Lake_LTC10,2022_Clear_Lake_LTC11,2022_Clear_Lake_LTC12,2022_Clear_Lake_LTC13,2022_Clear_Lake_LTC14,2022_Clear_Lake_LTC15,2022_Clear_Lake_LTC2,2022_Clear_Lake_LTC3,2022_Clear_Lake_LTC4,2022_Clear_Lake_LTC5,2022_Clear_Lake_LTC6,2022_Clear_Lake_LTC7,2022_Clear_Lake_LTC8,2022_Clear_Lake_LTC9
# Population Willow_Pond	2022_Willow_Pond_LTC1,2022_Willow_Pond_LTC10,2022_Willow_Pond_LTC11,2022_Willow_Pond_LTC12,2022_Willow_Pond_LTC13,2022_Willow_Pond_LTC14,2022_Willow_Pond_LTC15,2022_Willow_Pond_LTC2,2022_Willow_Pond_LTC3,2022_Willow_Pond_LTC4,2022_Willow_Pond_LTC5,2022_Willow_Pond_LTC6,2022_Willow_Pond_LTC7,2022_Willow_Pond_LTC8,2022_Willow_Pond_LTC9
# Population Gandy	2022_Gandy_LTC1,2022_Gandy_LTC10,2022_Gandy_LTC11,2022_Gandy_LTC12,2022_Gandy_LTC13,2022_Gandy_LTC14,2022_Gandy_LTC15,2022_Gandy_LTC2,2022_Gandy_LTC3,2022_Gandy_LTC4,2022_Gandy_LTC5,2022_Gandy_LTC6,2022_Gandy_LTC7,2022_Gandy_LTC8,2022_Gandy_LTC9
# Population Keg_Springs	2022_Keg_Springs_LTC1,2022_Keg_Springs_LTC2,2022_Keg_Springs_LTC3,2022_Keg_Springs_LTC4,2022_Keg_Springs_LTC5,2022_Keg_Springs_LTC6,2022_Keg_Springs_LTC7,2022_Keg_Springs_LTC8
# Population Tooele_Army	2022_Tooele_Army_LTC1,2022_Tooele_Army_LTC2,2022_Tooele_Army_LTC3,2022_Tooele_Army_LTC4,2022_Tooele_Army_LTC5,2022_Tooele_Army_LTC6,2022_Tooele_Army_LTC7,2022_Tooele_Army_LTC_10,2022_Tooele_Army_LTC_8,2022_Tooele_Army_LTC_9
# Population Leland_Harris	2022_Leland_Harris_LTC1,2022_Leland_Harris_LTC10,2022_Leland_Harris_LTC11,2022_Leland_Harris_LTC12,2022_Leland_Harris_LTC13,2022_Leland_Harris_LTC14,2022_Leland_Harris_LTC15,2022_Leland_Harris_LTC2,2022_Leland_Harris_LTC3,2022_Leland_Harris_LTC4,2022_Leland_Harris_LTC5,2022_Leland_Harris_LTC6,2022_Leland_Harris_LTC7,2022_Leland_Harris_LTC8,2022_Leland_Harris_LTC9
# Population Copilot	2022_Copilot_LTC1,2022_Copilot_LTC10,2022_Copilot_LTC11,2022_Copilot_LTC12,2022_Copilot_LTC13,2022_Copilot_LTC14,2022_Copilot_LTC15,2022_Copilot_LTC2,2022_Copilot_LTC3,2022_Copilot_LTC4,2022_Copilot_LTC5,2022_Copilot_LTC6,2022_Copilot_LTC7,2022_Copilot_LTC8,2022_Copilot_LTC9
# Population Mills_Valley	2022_Mills_Valley_LTC1,2022_Mills_Valley_LTC2,2022_Mills_Valley_LTC3,2022_Mills_Valley_LTC4,2022_Mills_Valley_LTC5,2022_Mills_Valley_LTC6,2022_Mills_Valley_LTC7,2022_Mills_Valley_LTC8
# Population Lower_Rocky	2022_Lower_Rocky_LTC1,2022_Lower_Rocky_LTC2,2022_Lower_Rocky_LTC3,2022_Lower_Rocky_LTC4,2022_Lower_Rocky_LTC_10,2022_Lower_Rocky_LTC_11,2022_Lower_Rocky_LTC_12,2022_Lower_Rocky_LTC_13,2022_Lower_Rocky_LTC_14,2022_Lower_Rocky_LTC_5,2022_Lower_Rocky_LTC_6,2022_Lower_Rocky_LTC_7,2022_Lower_Rocky_LTC_8,2022_Lower_Rocky_LTC_9
# Population Rosebud_Top_P	2022_Rosebud_Top_P_LTC1,2022_Rosebud_Top_P_LTC10,2022_Rosebud_Top_P_LTC11,2022_Rosebud_Top_P_LTC12,2022_Rosebud_Top_P_LTC13,2022_Rosebud_Top_P_LTC14,2022_Rosebud_Top_P_LTC2,2022_Rosebud_Top_P_LTC3,2022_Rosebud_Top_P_LTC4,2022_Rosebud_Top_P_LTC5,2022_Rosebud_Top_P_LTC6,2022_Rosebud_Top_P_LTC7,2022_Rosebud_Top_P_LTC8,2022_Rosebud_Top_P_LTC9
# Population Jail_Pond	2022_Jail_Pond_LTC1,2022_Jail_Pond_LTC10,2022_Jail_Pond_LTC11,2022_Jail_Pond_LTC12,2022_Jail_Pond_LTC13,2022_Jail_Pond_LTC14,2022_Jail_Pond_LTC2,2022_Jail_Pond_LTC3,2022_Jail_Pond_LTC4,2022_Jail_Pond_LTC5,2022_Jail_Pond_LTC6,2022_Jail_Pond_LTC7,2022_Jail_Pond_LTC8,2022_Jail_Pond_LTC9
# Population Mona	2001_Mona_LTC1,2001_Mona_LTC10,2001_Mona_LTC11,2001_Mona_LTC12,2001_Mona_LTC13,2001_Mona_LTC14,2001_Mona_LTC15,2001_Mona_LTC2,2001_Mona_LTC3,2001_Mona_LTC5,2001_Mona_LTC6,2001_Mona_LTC7,2001_Mona_LTC8,2001_Mona_LTC9
# Population Cluster	2022_Cluster_LTC_1,2022_Cluster_LTC_10,2022_Cluster_LTC_11,2022_Cluster_LTC_12,2022_Cluster_LTC_13,2022_Cluster_LTC_14,2022_Cluster_LTC_15,2022_Cluster_LTC_2,2022_Cluster_LTC_3,2022_Cluster_LTC_4,2022_Cluster_LTC_5,2022_Cluster_LTC_6,2022_Cluster_LTC_7,2022_Cluster_LTC_8,2022_Cluster_LTC_9
# Population Big_Springs	2022_Big_Springs_LTC_1,2022_Big_Springs_LTC_10,2022_Big_Springs_LTC_11,2022_Big_Springs_LTC_12,2022_Big_Springs_LTC_13,2022_Big_Springs_LTC_14,2022_Big_Springs_LTC_15,2022_Big_Springs_LTC_2,2022_Big_Springs_LTC_3,2022_Big_Springs_LTC_4,2022_Big_Springs_LTC_5,2022_Big_Springs_LTC_6,2022_Big_Springs_LTC_7,2022_Big_Springs_LTC_8,2022_Big_Springs_LTC_9
# Group defaultgrp	Bishop,Red_Knolls,Clear_Lake,Willow_Pond,Gandy,Keg_Springs,Tooele_Army,Leland_Harris,Copilot,Mills_Valley,Lower_Rocky,Rosebud_Top_P,Jail_Pond,Mona,Cluster,Big_Springs
# Locus ID	Chr	BP	phi_st	Smoothed Phi_st	Fst'	Smoothed Fst'	D_est	Smoothed D_est
4	un	1	0.03447	-1.00000	0.00083	-1.00000	0.00110	-1.00000
5	un	813	0.05572	-1.00000	0.00113	-1.00000	0.00739	-1.00000
16	un	1664	0.32235	-1.00000	0.10283	-1.00000	0.10867	-1.00000
27	un	2478	0.01698	-1.00000	0.00018	-1.00000	-nan	-1.00000
28	un	3323	0.01258	-1.00000	0.00026	-1.00000	-nan	-1.00000
33	un	4937	0.03168	-1.00000	0.00080	-1.00000	-nan	-1.00000
34	un	5711	-0.00489	-1.00000	-0.00018	-1.00000	-nan	-1.00000
37	un	6498	0.12816	-1.00000	0.01274	-1.00000	0.01860	-1.00000
40	un	7287	0.10626	-1.00000	0.01031	-1.00000	-nan	-1.00000
41	un	8044	0.33334	-1.00000	0.13076	-1.00000	-nan	-1.00000
42	un	8873	0.25325	-1.00000	0.17622	-1.00000	-nan	-1.00000
43	un	9693	0.03123	-1.00000	0.00217	-1.00000	-nan	-1.00000
44	un	10478	0.17391	-1.00000	0.04376	-1.00000	0.14330	-1.00000
46	un	11248	0.11620	-1.00000	0.00236	-1.00000	-nan	-1.00000
48	un	12896	-0.00843	-1.00000	-0.00012	-1.00000	-0.00006	-1.00000
51	un	13748	0.05655	-1.00000	0.00085	-1.00000	0.00351	-1.00000
55	un	15343	0.01568	-1.00000	0.00024	-1.00000	-nan	-1.00000
56	un	16193	0.03114	-1.00000	0.00064	-1.00000	-nan	-1.00000
58	un	16975	0.06382	-1.00000	0.00092	-1.00000	0.00087	-1.00000
63	un	17729	0.18867	-1.00000	0.01183	-1.00000	0.13821	-1.00000
64	un	18619	0.12299	-1.00000	0.00352	-1.00000	0.00454	-1.00000
66	un	19469	0.03986	-1.00000	0.00075	-1.00000	0.00090	-1.00000
74	un	20240	-0.00678	-1.00000	-0.00005	-1.00000	0.38149	-1.00000
75	un	21025	0.12470	-1.00000	0.00301	-1.00000	0.00767	-1.00000
77	un	22523	0.07282	-1.00000	0.00115	-1.00000	-nan	-1.00000
79	un	23289	0.01688	-1.00000	0.00024	-1.00000	0.00025	-1.00000
82	un	23963	0.02024	-1.00000	0.00031	-1.00000	0.13049	-1.00000
84	un	24812	0.02570	-1.00000	0.00066	-1.00000	-nan	-1.00000
86	un	25574	-0.02603	-1.00000	-0.00162	-1.00000	0.41216	-1.00000
88	un	27181	0.03474	-1.00000	0.00089	-1.00000	-nan	-1.00000
89	un	27961	0.66826	-1.00000	0.18836	-1.00000	-nan	-1.00000
91	un	28739	0.06706	-1.00000	0.00259	-1.00000	0.00554	-1.00000
93	un	29518	0.05940	-1.00000	0.00684	-1.00000	-nan	-1.00000
98	un	30244	-0.00136	-1.00000	-0.00001	-1.00000	0.12744	-1.00000
99	un	31053	0.33418	-1.00000	0.11638	-1.00000	0.33432	-1.00000
102	un	31823	0.32712	-1.00000	0.04503	-1.00000	0.17096	-1.00000
104	un	32672	0.46302	-1.00000	0.32312	-1.00000	0.60424	-1.00000
105	un	33479	0.08725	-1.00000	0.00223	-1.00000	-nan	-1.00000
106	un	34218	0.50313	-1.00000	0.20566	-1.00000	0.51571	-1.00000
113	un	34970	0.00150	-1.00000	0.00002	-1.00000	0.50368	-1.00000
115	un	35799	0.03530	-1.00000	0.00035	-1.00000	0.12582	-1.00000
122	un	37461	-0.00244	-1.00000	-0.00002	-1.00000	0.48721	-1.00000
125	un	39104	0.09758	-1.00000	0.00365	-1.00000	0.13792	-1.00000
130	un	39806	-0.00463	-1.00000	-0.00007	-1.00000	-nan	-1.00000
131	un	40626	0.24362	-1.00000	0.06762	-1.00000	-nan	-1.00000
136	un	41375	0.41508	-1.00000	0.14494	-1.00000	-nan	-1.00000
140	un	42160	0.06442	-1.00000	0.00091	-1.00000	0.00087	-1.00000
144	un	43730	0.02039	-1.00000	0.01808	-1.00000	-nan	-1.00000
148	un	44318	0.09953	-1.00000	0.00198	-1.00000	-nan	-1.00000
152	un	45127	0.04138	-1.00000	0.03923	-1.00000	0.13773	-1.00000
153	un	45912	-0.00929	-1.00000	-0.00023	-1.00000	-nan	-1.00000
154	un	46703	-0.02540	-1.00000	-0.00205	-1.00000	-nan	-1.00000
157	un	47487	0.14702	-1.00000	0.00624	-1.00000	-nan	-1.00000
159	un	48273	0.03835	-1.00000	0.00138	-1.00000	-nan	-1.00000
160	un	49095	0.03398	-1.00000	0.00182	-1.00000	-nan	-1.00000
162	un	49842	0.12961	-1.00000	0.11128	-1.00000	-nan	-1.00000
165	un	50688	0.11341	-1.00000	0.01195	-1.00000	0.01783	-1.00000
166	un	51479	-0.01507	-1.00000	-0.00110	-1.00000	-nan	-1.00000
170	un	52187	0.60081	-1.00000	0.36260	-1.00000	-nan	-1.00000
171	un	52972	0.04632	-1.00000	0.00112	-1.00000	0.00110	-1.00000
172	un	53457	0.02728	-1.00000	0.00052	-1.00000	0.00151	-1.00000
173	un	54113	0.31178	-1.00000	0.15111	-1.00000	0.42327	-1.00000
177	un	54921	0.43626	-1.00000	0.06659	-1.00000	-nan	-1.00000
179	un	55727	0.18066	-1.00000	0.13861	-1.00000	-nan	-1.00000
185	un	56573	0.20534	-1.00000	0.03165	-1.00000	-nan	-1.00000
187	un	57395	-0.00052	-1.00000	-0.00001	-1.00000	0.45608	-1.00000
189	un	58210	-0.00506	-1.00000	-0.00011	-1.00000	-nan	-1.00000
192	un	59771	0.01542	-1.00000	0.00022	-1.00000	0.00025	-1.00000
202	un	61395	0.07994	-1.00000	0.00125	-1.00000	-nan	-1.00000
203	un	62205	0.25485	-1.00000	0.20932	-1.00000	0.54633	-1.00000
204	un	63086	0.03488	-1.00000	0.00038	-1.00000	0.23419	-1.00000
205	un	63918	0.00746	-1.00000	0.00013	-1.00000	-nan	-1.00000
217	un	65474	-0.00494	-1.00000	-0.00013	-1.00000	0.46109	-1.00000
223	un	67117	-0.00571	-1.00000	-0.00012	-1.00000	-nan	-1.00000
225	un	67865	0.09551	-1.00000	0.02955	-1.00000	0.51927	-1.00000
227	un	68529	0.17867	-1.00000	0.11982	-1.00000	0.54474	-1.00000
228	un	69364	0.03679	-1.00000	0.00054	-1.00000	0.00637	-1.00000
233	un	69859	0.00515	-1.00000	0.00008	-1.00000	0.44416	-1.00000
235	un	70691	0.06472	-1.00000	0.00250	-1.00000	0.00341	-1.00000
237	un	71458	0.00118	-1.00000	0.00002	-1.00000	-nan	-1.00000
239	un	72275	0.07389	-1.00000	0.00180	-1.00000	0.00245	-1.00000
240	un	73037	0.11087	-1.00000	0.01002	-1.00000	-nan	-1.00000
243	un	73800	0.01388	-1.00000	0.00039	-1.00000	0.12617	-1.00000
244	un	74658	0.18429	-1.00000	0.04728	-1.00000	-nan	-1.00000
246	un	76140	0.01893	-1.00000	0.00027	-1.00000	0.00029	-1.00000
247	un	76988	0.08795	-1.00000	0.00615	-1.00000	-nan	-1.00000
249	un	78464	0.04123	-1.00000	0.00187	-1.00000	-nan	-1.00000
250	un	79219	0.43302	-1.00000	0.06544	-1.00000	-nan	-1.00000
251	un	80031	0.03935	-1.00000	0.00210	-1.00000	0.00220	-1.00000
252	un	80848	0.00612	-1.00000	0.00011	-1.00000	-nan	-1.00000
254	un	81663	0.01498	-1.00000	0.00021	-1.00000	0.00025	-1.00000
257	un	82539	-0.00510	-1.00000	-0.00100	-1.00000	-nan	-1.00000
