# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Fisher's P	Odds Ratio	CI Low	CI High	LOD	AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value
16	Lower_Rocky	Big_Springs	un	1721	57	0.000013103	29.00000	3.42359	245.64850	1.46240	0.35000	-1.00000	-1.00000
37	Lower_Rocky	Big_Springs	un	6631	133	0.490612245	3.00000	0.29185	30.83754	0.47712	0.03846	-1.00000	-1.00000
41	Lower_Rocky	Big_Springs	un	8101	57	0.493506494	2.79310	0.27363	28.51051	0.44609	0.03210	-1.00000	-1.00000
42	Lower_Rocky	Big_Springs	un	8936	63	0.187135971	2.15873	0.73278	6.35948	0.33420	0.03526	-1.00000	-1.00000
43	Lower_Rocky	Big_Springs	un	9701	8	0.491833031	3.00000	0.29452	30.55776	0.47712	0.03333	-1.00000	-1.00000
63	Lower_Rocky	Big_Springs	un	17794	65	0.002836355	0.08065	0.00936	0.69479	1.09342	0.16484	-1.00000	-1.00000
86	Lower_Rocky	Big_Springs	un	25792	218	1.000000000	1.08696	0.06420	18.40268	0.03621	0.00007	-1.00000	-1.00000
88	Lower_Rocky	Big_Springs	un	27206	25	0.237749546	4.14286	0.43577	39.38647	0.61730	0.05091	-1.00000	-1.00000
89	Lower_Rocky	Big_Springs	un	28067	106	0.000000000	133.39999	14.55060	1223.01221	2.12516	0.74038	-1.00000	-1.00000
99	Lower_Rocky	Big_Springs	un	31104	51	0.482758621	0.45161	0.03880	5.25593	0.34523	0.01880	-1.00000	-1.00000
102	Lower_Rocky	Big_Springs	un	31854	31	0.000043173	0.04233	0.00508	0.35297	1.37337	0.29443	-1.00000	-1.00000
104	Lower_Rocky	Big_Springs	un	32774	102	0.000648604	0.06452	0.00766	0.54351	1.19033	0.19679	-1.00000	-1.00000
131	Lower_Rocky	Big_Springs	un	40692	66	0.023501224	8.21739	0.94023	71.81789	0.91473	0.11607	-1.00000	-1.00000
136	Lower_Rocky	Big_Springs	un	41446	71	0.481481481	0.44828	0.03837	5.23742	0.34845	0.02032	-1.00000	-1.00000
162	Lower_Rocky	Big_Springs	un	49855	13	0.000088961	12.66667	3.30775	48.50557	1.10266	0.31410	-1.00000	-1.00000
170	Lower_Rocky	Big_Springs	un	52280	93	0.000000000	100.00000	11.19296	893.41876	2.00000	0.67980	-1.00000	-1.00000
173	Lower_Rocky	Big_Springs	un	54225	112	0.000000140	50.00000	5.89389	424.16843	1.69897	0.49351	-1.00000	-1.00000
177	Lower_Rocky	Big_Springs	un	55141	220	0.000101828	21.66667	2.56879	182.74944	1.33579	0.29150	-1.00000	-1.00000
225	Lower_Rocky	Big_Springs	un	67891	26	0.011308779	0.11111	0.01267	0.97465	0.95424	0.13043	-1.00000	-1.00000
227	Lower_Rocky	Big_Springs	un	68683	154	0.001185781	17.47059	2.06538	147.77966	1.24231	0.18939	-1.00000	-1.00000
239	Lower_Rocky	Big_Springs	un	72367	92	0.500000000	2.07143	0.17768	24.14955	0.31627	0.01818	-1.00000	-1.00000
250	Lower_Rocky	Big_Springs	un	79538	319	0.000041324	24.85714	2.93209	210.72923	1.39545	0.31301	-1.00000	-1.00000
261	Lower_Rocky	Big_Springs	un	84121	34	0.237749546	4.14286	0.43577	39.38647	0.61730	0.05091	-1.00000	-1.00000
267	Lower_Rocky	Big_Springs	un	86713	63	0.000002976	33.46154	3.98697	280.83353	1.52455	0.37692	-1.00000	-1.00000
288	Lower_Rocky	Big_Springs	un	95744	131	0.263173064	0.50239	0.15677	1.61001	0.29896	0.02614	-1.00000	-1.00000
304	Lower_Rocky	Big_Springs	un	102341	154	1.000000000	0.51852	0.04439	6.05718	0.28524	0.01752	-1.00000	-1.00000
308	Lower_Rocky	Big_Springs	un	103041	99	1.000000000	1.08571	0.32931	3.57958	0.03572	0.00034	-1.00000	-1.00000
311	Lower_Rocky	Big_Springs	un	103926	119	0.000001001	36.53846	4.38726	304.30365	1.56275	0.40000	-1.00000	-1.00000
