# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Fisher's P	Odds Ratio	CI Low	CI High	LOD	AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value
16	Gandy	Mills_Valley	un	1721	57	0.289640592	0.38235	0.03930	3.71958	0.41754	0.04181	-1.00000	-1.00000
41	Gandy	Mills_Valley	un	8101	57	0.006149804	16.20000	1.72821	151.85654	1.20951	0.19912	-1.00000	-1.00000
43	Gandy	Mills_Valley	un	9701	8	0.544715447	0.60000	0.05725	6.28869	0.22185	0.02500	-1.00000	-1.00000
46	Gandy	Mills_Valley	un	11261	13	0.036890646	8.85714	0.90556	86.62997	0.94729	0.13081	-1.00000	-1.00000
51	Gandy	Mills_Valley	un	13995	247	0.139372822	5.40000	0.51521	56.59824	0.73239	0.08125	-1.00000	-1.00000
64	Gandy	Mills_Valley	un	18638	19	0.141442789	0.23529	0.02591	2.13703	0.62839	0.07326	-1.00000	-1.00000
66	Gandy	Mills_Valley	un	19585	116	0.115942029	6.20000	0.59386	64.72957	0.79239	0.08523	-1.00000	-1.00000
75	Gandy	Mills_Valley	un	21034	9	0.027484144	10.33333	1.04597	102.08460	1.01424	0.15679	-1.00000	-1.00000
77	Gandy	Mills_Valley	un	22792	269	0.096194503	7.15385	0.67950	75.31676	0.85454	0.10204	-1.00000	-1.00000
91	Gandy	Mills_Valley	un	28863	124	0.096194503	7.15385	0.67950	75.31676	0.85454	0.10204	-1.00000	-1.00000
99	Gandy	Mills_Valley	un	31104	51	0.000060182	24.84615	2.93308	210.47209	1.39526	0.34286	-1.00000	-1.00000
104	Gandy	Mills_Valley	un	32774	102	0.014122970	5.66667	1.41079	22.76108	0.75333	0.15385	-1.00000	-1.00000
125	Gandy	Mills_Valley	un	39342	238	0.136185578	0.24706	0.02629	2.32134	0.60720	0.07407	-1.00000	-1.00000
136	Gandy	Mills_Valley	un	41446	71	0.000213733	24.80000	2.75425	223.30600	1.39445	0.33654	-1.00000	-1.00000
148	Gandy	Mills_Valley	un	44468	150	0.282041854	0.31765	0.03412	2.95757	0.49806	0.05079	-1.00000	-1.00000
159	Gandy	Mills_Valley	un	48363	90	0.516840883	0.49020	0.04696	5.11735	0.30963	0.03077	-1.00000	-1.00000
162	Gandy	Mills_Valley	un	49855	13	0.016784936	0.12593	0.01424	1.11350	0.89988	0.15556	-1.00000	-1.00000
165	Gandy	Mills_Valley	un	50702	14	0.536231884	0.56863	0.05472	5.90934	0.24517	0.02424	-1.00000	-1.00000
173	Gandy	Mills_Valley	un	54225	112	1.000000000	1.38889	0.20422	9.44577	0.14267	0.00270	-1.00000	-1.00000
228	Gandy	Mills_Valley	un	69458	94	0.507692308	0.45098	0.04308	4.72138	0.34584	0.03509	-1.00000	-1.00000
235	Gandy	Mills_Valley	un	70780	89	0.282041854	0.31765	0.03412	2.95757	0.49806	0.05079	-1.00000	-1.00000
