# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Fisher's P	Odds Ratio	CI Low	CI High	LOD	AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value
16	Willow_Pond	Copilot	un	1721	57	0.055746606	0.13043	0.01479	1.15068	0.88461	0.08286	-1.00000	-1.00000
28	Willow_Pond	Copilot	un	3389	66	1.000000000	0.51724	0.04445	6.01898	0.28631	0.01637	-1.00000	-1.00000
37	Willow_Pond	Copilot	un	6631	133	0.500000000	2.06667	0.17791	24.00734	0.31527	0.01695	-1.00000	-1.00000
48	Willow_Pond	Copilot	un	12908	12	1.000000000	1.07407	0.06396	18.03732	0.03103	0.00004	-1.00000	-1.00000
55	Willow_Pond	Copilot	un	15376	33	0.482758621	2.21429	0.19026	25.77014	0.34523	0.01880	-1.00000	-1.00000
56	Willow_Pond	Copilot	un	16254	61	0.228675136	0.29032	0.02849	2.95801	0.53712	0.03827	-1.00000	-1.00000
58	Willow_Pond	Copilot	un	17002	27	0.237749546	4.14286	0.43577	39.38647	0.61730	0.05091	-1.00000	-1.00000
66	Willow_Pond	Copilot	un	19585	116	0.500000000	2.06667	0.17791	24.00734	0.31527	0.01695	-1.00000	-1.00000
74	Willow_Pond	Copilot	un	20725	485	1.000000000	0.56000	0.04783	6.55691	0.25181	0.01681	-1.00000	-1.00000
77	Willow_Pond	Copilot	un	22792	269	0.480000000	2.25000	0.19172	26.40626	0.35218	0.02211	-1.00000	-1.00000
82	Willow_Pond	Copilot	un	24300	337	0.491264850	0.33333	0.03259	3.40968	0.47712	0.03571	-1.00000	-1.00000
91	Willow_Pond	Copilot	un	28863	124	0.118644068	4.42857	0.46670	42.02293	0.64626	0.05263	-1.00000	-1.00000
99	Willow_Pond	Copilot	un	31104	51	0.201543739	0.22222	0.02321	2.12804	0.65321	0.03529	-1.00000	-1.00000
102	Willow_Pond	Copilot	un	31854	31	0.482758621	2.21429	0.19026	25.77014	0.34523	0.01880	-1.00000	-1.00000
160	Willow_Pond	Copilot	un	49159	64	0.603773585	0.44444	0.03787	5.21605	0.35218	0.00808	-1.00000	-1.00000
162	Willow_Pond	Copilot	un	49855	13	0.058728875	3.06818	0.98154	9.59082	0.48688	0.07346	-1.00000	-1.00000
165	Willow_Pond	Copilot	un	50702	14	1.000000000	0.51724	0.04445	6.01898	0.28631	0.01637	-1.00000	-1.00000
172	Willow_Pond	Copilot	un	53514	57	0.245454545	0.31034	0.03040	3.16783	0.50816	0.03704	-1.00000	-1.00000
173	Willow_Pond	Copilot	un	54225	112	0.069262539	0.20238	0.03735	1.09665	0.69383	0.07798	-1.00000	-1.00000
179	Willow_Pond	Copilot	un	55837	110	1.000000000	1.13333	0.40223	3.19334	0.05436	0.00097	-1.00000	-1.00000
189	Willow_Pond	Copilot	un	58637	427	0.481481481	0.44828	0.03837	5.23742	0.34845	0.02032	-1.00000	-1.00000
192	Willow_Pond	Copilot	un	59838	67	0.500000000	0.48276	0.04141	5.62819	0.31627	0.01818	-1.00000	-1.00000
204	Willow_Pond	Copilot	un	63335	249	0.245454545	0.31034	0.03040	3.16783	0.50816	0.03704	-1.00000	-1.00000
233	Willow_Pond	Copilot	un	70331	472	1.000000000	0.51852	0.04439	6.05718	0.28524	0.01752	-1.00000	-1.00000
239	Willow_Pond	Copilot	un	72367	92	0.112852665	5.37037	0.58906	48.96109	0.73000	0.06914	-1.00000	-1.00000
246	Willow_Pond	Copilot	un	76156	16	0.228675136	0.29032	0.02849	2.95801	0.53712	0.03827	-1.00000	-1.00000
251	Willow_Pond	Copilot	un	80037	6	0.344497608	3.48000	0.34009	35.60907	0.54158	0.02119	-1.00000	-1.00000
254	Willow_Pond	Copilot	un	81799	136	1.000000000	0.51724	0.04445	6.01898	0.28631	0.01637	-1.00000	-1.00000
269	Willow_Pond	Copilot	un	88317	184	0.481481481	2.23077	0.19093	26.06312	0.34845	0.02032	-1.00000	-1.00000
273	Willow_Pond	Copilot	un	90069	154	0.106170599	0.20968	0.02205	1.99431	0.67845	0.05844	-1.00000	-1.00000
276	Willow_Pond	Copilot	un	91604	16	1.000000000	0.92000	0.05434	15.57603	0.03621	0.00007	-1.00000	-1.00000
280	Willow_Pond	Copilot	un	92462	21	0.052549084	0.14943	0.01685	1.32480	0.82558	0.08805	-1.00000	-1.00000
299	Willow_Pond	Copilot	un	100582	34	0.500000000	2.07692	0.17741	24.31412	0.31742	0.01961	-1.00000	-1.00000
316	Willow_Pond	Copilot	un	104829	211	0.117647059	0.22222	0.02321	2.12804	0.65321	0.06122	-1.00000	-1.00000
317	Willow_Pond	Copilot	un	105445	72	0.727819567	1.50000	0.36664	6.13680	0.17609	0.00641	-1.00000	-1.00000
318	Willow_Pond	Copilot	un	106183	31	1.000000000	0.56000	0.04783	6.55691	0.25181	0.00390	-1.00000	-1.00000
334	Willow_Pond	Copilot	un	113268	374	0.500000000	0.48148	0.04113	5.63661	0.31742	0.01961	-1.00000	-1.00000
374	Willow_Pond	Copilot	un	125310	112	0.770160207	0.70909	0.22402	2.24450	0.14930	0.00714	-1.00000	-1.00000
