# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Fisher's P	Odds Ratio	CI Low	CI High	LOD	AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value
16	Willow_Pond	Lower_Rocky	un	1721	57	0.085582239	3.00000	0.92987	9.67878	0.47712	0.06699	-1.00000	-1.00000
28	Willow_Pond	Lower_Rocky	un	3389	66	1.000000000	0.51724	0.04445	6.01898	0.28631	0.01637	-1.00000	-1.00000
48	Willow_Pond	Lower_Rocky	un	12908	12	1.000000000	0.51724	0.04445	6.01898	0.28631	0.01637	-1.00000	-1.00000
56	Willow_Pond	Lower_Rocky	un	16254	61	0.493212670	0.36000	0.03511	3.69147	0.44370	0.03429	-1.00000	-1.00000
63	Willow_Pond	Lower_Rocky	un	17794	65	0.002836355	12.40000	1.43928	106.83144	1.09342	0.16484	-1.00000	-1.00000
74	Willow_Pond	Lower_Rocky	un	20725	485	1.000000000	0.51852	0.04439	6.05718	0.28524	0.01752	-1.00000	-1.00000
82	Willow_Pond	Lower_Rocky	un	24300	337	0.245454545	0.31034	0.03040	3.16783	0.50816	0.03704	-1.00000	-1.00000
99	Willow_Pond	Lower_Rocky	un	31104	51	0.201543739	0.22222	0.02321	2.12804	0.65321	0.03529	-1.00000	-1.00000
102	Willow_Pond	Lower_Rocky	un	31854	31	0.000011865	27.12500	3.26693	225.21651	1.43337	0.30952	-1.00000	-1.00000
106	Willow_Pond	Lower_Rocky	un	34240	22	0.000160510	0.05231	0.00625	0.43808	1.28143	0.25714	-1.00000	-1.00000
160	Willow_Pond	Lower_Rocky	un	49159	64	0.245098039	0.30864	0.03010	3.16484	0.51055	0.04000	-1.00000	-1.00000
162	Willow_Pond	Lower_Rocky	un	49855	13	0.010387488	5.18182	1.47672	18.18297	0.71448	0.14129	-1.00000	-1.00000
165	Willow_Pond	Lower_Rocky	un	50702	14	1.000000000	0.51724	0.04445	6.01898	0.28631	0.01637	-1.00000	-1.00000
172	Willow_Pond	Lower_Rocky	un	53514	57	0.245454545	0.31034	0.03040	3.16783	0.50816	0.03704	-1.00000	-1.00000
173	Willow_Pond	Lower_Rocky	un	54225	112	0.004700643	0.09000	0.01032	0.78462	1.04576	0.17073	-1.00000	-1.00000
189	Willow_Pond	Lower_Rocky	un	58637	427	0.500000000	0.48148	0.04113	5.63661	0.31742	0.01961	-1.00000	-1.00000
192	Willow_Pond	Lower_Rocky	un	59838	67	0.500000000	0.48276	0.04141	5.62819	0.31627	0.01818	-1.00000	-1.00000
204	Willow_Pond	Lower_Rocky	un	63335	249	0.245454545	0.31034	0.03040	3.16783	0.50816	0.03704	-1.00000	-1.00000
233	Willow_Pond	Lower_Rocky	un	70331	472	1.000000000	0.51852	0.04439	6.05718	0.28524	0.01752	-1.00000	-1.00000
246	Willow_Pond	Lower_Rocky	un	76156	16	0.245454545	0.31034	0.03040	3.16783	0.50816	0.03704	-1.00000	-1.00000
251	Willow_Pond	Lower_Rocky	un	80037	6	1.000000000	0.51724	0.04445	6.01898	0.28631	0.01637	-1.00000	-1.00000
254	Willow_Pond	Lower_Rocky	un	81799	136	1.000000000	0.51724	0.04445	6.01898	0.28631	0.01637	-1.00000	-1.00000
273	Willow_Pond	Lower_Rocky	un	90069	154	0.236897275	0.24074	0.02521	2.29910	0.61845	0.05462	-1.00000	-1.00000
304	Willow_Pond	Lower_Rocky	un	102341	154	1.000000000	1.92857	0.16509	22.52900	0.28524	0.01752	-1.00000	-1.00000
316	Willow_Pond	Lower_Rocky	un	104829	211	0.117647059	0.22222	0.02321	2.12804	0.65321	0.06122	-1.00000	-1.00000
317	Willow_Pond	Lower_Rocky	un	105445	72	1.000000000	0.90909	0.20034	4.12530	0.04139	0.00031	-1.00000	-1.00000
