# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Fisher's P	Odds Ratio	CI Low	CI High	LOD	AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value
4	Red_Knolls	Tooele_Army	un	108	107	0.155102041	4.89474	0.47427	50.51691	0.68973	0.06250	-1.00000	-1.00000
16	Red_Knolls	Tooele_Army	un	1721	57	0.255319149	0.30952	0.03212	2.98268	0.50931	0.04762	-1.00000	-1.00000
28	Red_Knolls	Tooele_Army	un	3389	66	1.000000000	0.61905	0.05244	7.30709	0.20828	0.01709	-1.00000	-1.00000
37	Red_Knolls	Tooele_Army	un	6631	133	0.027338515	8.33333	0.88674	78.31429	0.92082	0.14035	-1.00000	-1.00000
40	Red_Knolls	Tooele_Army	un	7331	44	1.000000000	0.61905	0.05244	7.30709	0.20828	0.01709	-1.00000	-1.00000
41	Red_Knolls	Tooele_Army	un	8101	57	1.000000000	1.21053	0.07089	20.67103	0.08297	0.00040	-1.00000	-1.00000
43	Red_Knolls	Tooele_Army	un	9701	8	0.434782609	2.70000	0.22857	31.89387	0.43136	0.02889	-1.00000	-1.00000
82	Red_Knolls	Tooele_Army	un	24300	337	1.000000000	0.57143	0.04829	6.76184	0.24304	0.01938	-1.00000	-1.00000
88	Red_Knolls	Tooele_Army	un	27206	25	0.416666667	2.90000	0.24599	34.18835	0.46240	0.02979	-1.00000	-1.00000
99	Red_Knolls	Tooele_Army	un	31104	51	0.000049574	24.50000	2.85614	210.16113	1.38917	0.34946	-1.00000	-1.00000
102	Red_Knolls	Tooele_Army	un	31854	31	0.434782609	2.70000	0.22857	31.89387	0.43136	0.02889	-1.00000	-1.00000
104	Red_Knolls	Tooele_Army	un	32774	102	0.024557972	0.12925	0.01453	1.14947	0.88856	0.13158	-1.00000	-1.00000
106	Red_Knolls	Tooele_Army	un	34240	22	0.132669373	0.24211	0.02600	2.25470	0.61600	0.06923	-1.00000	-1.00000
125	Red_Knolls	Tooele_Army	un	39342	238	1.000000000	0.71429	0.06076	8.39765	0.14613	0.01361	-1.00000	-1.00000
131	Red_Knolls	Tooele_Army	un	40692	66	0.005878075	0.07177	0.00831	0.61996	1.14406	0.17739	-1.00000	-1.00000
136	Red_Knolls	Tooele_Army	un	41446	71	0.059298751	0.17460	0.01935	1.57559	0.75795	0.09381	-1.00000	-1.00000
157	Red_Knolls	Tooele_Army	un	47608	121	0.066450817	0.19048	0.02118	1.71314	0.72016	0.08306	-1.00000	-1.00000
160	Red_Knolls	Tooele_Army	un	49159	64	1.000000000	0.61905	0.05244	7.30709	0.20828	0.01709	-1.00000	-1.00000
165	Red_Knolls	Tooele_Army	un	50702	14	0.031873823	0.13095	0.01505	1.13912	0.88289	0.12195	-1.00000	-1.00000
171	Red_Knolls	Tooele_Army	un	53030	58	0.503546099	0.42857	0.04153	4.42229	0.36798	0.03106	-1.00000	-1.00000
189	Red_Knolls	Tooele_Army	un	58637	427	0.409090909	3.00000	0.25287	35.59098	0.47712	0.03359	-1.00000	-1.00000
217	Red_Knolls	Tooele_Army	un	65971	497	1.000000000	1.35294	0.07890	23.19987	0.13128	0.00104	-1.00000	-1.00000
235	Red_Knolls	Tooele_Army	un	70780	89	1.000000000	0.66667	0.05660	7.85236	0.17609	0.01520	-1.00000	-1.00000
237	Red_Knolls	Tooele_Army	un	71616	158	1.000000000	0.57143	0.04829	6.76184	0.24304	0.01938	-1.00000	-1.00000
243	Red_Knolls	Tooele_Army	un	74263	463	0.571805007	2.77778	0.23360	33.03049	0.44370	0.01527	-1.00000	-1.00000
267	Red_Knolls	Tooele_Army	un	86713	63	0.001448304	15.42857	1.74965	136.05054	1.18833	0.23333	-1.00000	-1.00000
291	Red_Knolls	Tooele_Army	un	97374	44	1.000000000	0.66667	0.05660	7.85236	0.17609	0.01520	-1.00000	-1.00000
292	Red_Knolls	Tooele_Army	un	98157	31	0.265306122	0.33333	0.03467	3.20464	0.47712	0.04255	-1.00000	-1.00000
300	Red_Knolls	Tooele_Army	un	101561	196	0.503546099	0.42857	0.04153	4.42229	0.36798	0.03106	-1.00000	-1.00000
316	Red_Knolls	Tooele_Army	un	104829	211	1.000000000	0.63158	0.05317	7.50277	0.19957	0.01829	-1.00000	-1.00000
318	Red_Knolls	Tooele_Army	un	106183	31	1.000000000	0.61905	0.05244	7.30709	0.20828	0.01709	-1.00000	-1.00000
330	Red_Knolls	Tooele_Army	un	110500	63	0.126849894	5.80000	0.55453	60.66385	0.76343	0.08333	-1.00000	-1.00000
332	Red_Knolls	Tooele_Army	un	112079	14	0.000001889	50.00000	5.39726	463.19821	1.69897	0.56897	-1.00000	-1.00000
339	Red_Knolls	Tooele_Army	un	116048	139	0.058163265	6.88889	0.71384	66.48139	0.83815	0.09574	-1.00000	-1.00000
342	Red_Knolls	Tooele_Army	un	117625	109	0.005003784	13.28571	1.45874	121.00167	1.12338	0.19380	-1.00000	-1.00000
359	Red_Knolls	Tooele_Army	un	123567	38	0.130126426	0.23810	0.02575	2.20118	0.62325	0.06494	-1.00000	-1.00000
376	Red_Knolls	Tooele_Army	un	126010	47	0.347826087	3.87500	0.32608	46.04903	0.58827	0.04167	-1.00000	-1.00000
423	Red_Knolls	Tooele_Army	un	143886	127	0.155102041	4.89474	0.47427	50.51691	0.68973	0.06250	-1.00000	-1.00000
432	Red_Knolls	Tooele_Army	un	148879	300	0.513043478	0.47368	0.04572	4.90798	0.32451	0.02922	-1.00000	-1.00000
434	Red_Knolls	Tooele_Army	un	149502	37	0.231781860	2.33333	0.68402	7.95945	0.36798	0.04055	-1.00000	-1.00000
450	Red_Knolls	Tooele_Army	un	156551	67	0.003158535	13.53333	1.52055	120.45095	1.13140	0.20000	-1.00000	-1.00000
459	Red_Knolls	Tooele_Army	un	159039	104	0.059298751	0.17460	0.01935	1.57559	0.75795	0.09381	-1.00000	-1.00000
461	Red_Knolls	Tooele_Army	un	159608	12	0.461993760	1.92308	0.43396	8.52202	0.28400	0.01796	-1.00000	-1.00000
468	Red_Knolls	Tooele_Army	un	161140	32	0.000016351	27.00000	4.79359	152.07812	1.43136	0.42250	-1.00000	-1.00000
