# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Fisher's P	Odds Ratio	CI Low	CI High	LOD	AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value
37	Mona	Big_Springs	un	6631	133	1.000000000	0.58333	0.04583	7.42514	0.23408	0.00517	-1.00000	-1.00000
41	Mona	Big_Springs	un	8101	57	0.188715031	0.21429	0.02498	1.83814	0.66901	0.05931	-1.00000	-1.00000
86	Mona	Big_Springs	un	25792	218	1.000000000	0.75000	0.06036	9.31943	0.12494	0.01075	-1.00000	-1.00000
115	Mona	Big_Springs	un	35910	111	0.171942384	3.27273	0.35586	30.09823	0.51491	0.06897	-1.00000	-1.00000
177	Mona	Big_Springs	un	55141	220	0.030355079	7.80000	0.86819	70.07646	0.89209	0.16783	-1.00000	-1.00000
227	Mona	Big_Springs	un	68683	154	0.694028719	1.54545	0.31836	7.50219	0.18906	0.00816	-1.00000	-1.00000
239	Mona	Big_Springs	un	72367	92	1.000000000	0.64286	0.05197	7.95189	0.19189	0.00816	-1.00000	-1.00000
261	Mona	Big_Springs	un	84121	34	1.000000000	0.77778	0.06978	8.66894	0.10914	0.00110	-1.00000	-1.00000
304	Mona	Big_Springs	un	102341	154	0.235294118	0.14815	0.01184	1.85390	0.82930	0.09848	-1.00000	-1.00000
308	Mona	Big_Springs	un	103041	99	0.678110028	0.66667	0.12809	3.46988	0.17609	0.00649	-1.00000	-1.00000
311	Mona	Big_Springs	un	103926	119	0.221860680	4.66667	0.50735	42.92455	0.66901	0.05585	-1.00000	-1.00000
330	Mona	Big_Springs	un	110500	63	0.235294118	0.14815	0.01184	1.85390	0.82930	0.09848	-1.00000	-1.00000
332	Mona	Big_Springs	un	112079	14	0.397421972	2.50000	0.49957	12.51083	0.39794	0.03571	-1.00000	-1.00000
376	Mona	Big_Springs	un	125425	47	0.400000000	0.25926	0.01435	4.68286	0.58627	0.02626	-1.00000	-1.00000
409	Mona	Big_Springs	un	137656	110	1.000000000	1.16667	0.11154	12.20291	0.06695	0.00046	-1.00000	-1.00000
423	Mona	Big_Springs	un	143301	127	0.210526316	0.12903	0.01035	1.60882	0.88930	0.10135	-1.00000	-1.00000
468	Mona	Big_Springs	un	160555	32	1.000000000	0.60000	0.04859	7.40828	0.22185	0.00721	-1.00000	-1.00000
510	Mona	Big_Springs	un	177655	100	0.338373594	0.36232	0.06440	2.03858	0.44091	0.03858	-1.00000	-1.00000
537	Mona	Big_Springs	un	185059	38	0.425774748	2.50000	0.50123	12.46941	0.39794	0.03403	-1.00000	-1.00000
542	Mona	Big_Springs	un	188362	18	1.000000000	1.00000	0.20497	4.87866	0.00000	0.00000	-1.00000	-1.00000
552	Mona	Big_Springs	un	193478	332	1.000000000	1.00000	0.09203	10.86597	0.00000	0.01681	-1.00000	-1.00000
556	Mona	Big_Springs	un	195687	80	0.146121283	0.25641	0.04338	1.51561	0.59106	0.06459	-1.00000	-1.00000
616	Mona	Big_Springs	un	216074	22	0.438139019	2.17949	0.43861	10.82997	0.33835	0.02449	-1.00000	-1.00000
631	Mona	Big_Springs	un	222574	134	1.000000000	1.00000	0.09203	10.86597	0.00000	0.01681	-1.00000	-1.00000
635	Mona	Big_Springs	un	223253	70	0.170053132	0.25000	0.04803	1.30121	0.60206	0.07714	-1.00000	-1.00000
641	Mona	Big_Springs	un	227165	53	1.000000000	1.09091	0.18154	6.55547	0.03779	0.00024	-1.00000	-1.00000
654	Mona	Big_Springs	un	231779	72	0.179389590	0.27273	0.05217	1.42576	0.56427	0.07033	-1.00000	-1.00000
661	Mona	Big_Springs	un	234092	19	0.381223329	0.24138	0.01339	4.35251	0.61730	0.02801	-1.00000	-1.00000
743	Mona	Big_Springs	un	265485	49	0.222222222	0.13793	0.01104	1.72269	0.86034	0.10000	-1.00000	-1.00000
756	Mona	Big_Springs	un	271133	124	0.678110028	0.66667	0.12809	3.46988	0.17609	0.00649	-1.00000	-1.00000
766	Mona	Big_Springs	un	274290	61	0.555080214	1.80000	0.18443	17.56728	0.25527	0.03571	-1.00000	-1.00000
788	Mona	Big_Springs	un	283670	139	0.653331504	0.50725	0.09618	2.67507	0.29478	0.01720	-1.00000	-1.00000
802	Mona	Big_Springs	un	290899	86	0.322192513	2.25000	0.23682	21.37720	0.35218	0.04608	-1.00000	-1.00000
