# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Fisher's P	Odds Ratio	CI Low	CI High	LOD	AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value
16	Copilot	Red_Knolls	un	1721	57	0.358865248	3.28571	0.31674	34.08422	0.51663	0.02273	-1.00000	-1.00000
28	Copilot	Red_Knolls	un	3389	66	0.416666667	2.90000	0.24599	34.18835	0.46240	0.02979	-1.00000	-1.00000
37	Copilot	Red_Knolls	un	6631	133	1.000000000	0.66667	0.05660	7.85236	0.17609	0.01520	-1.00000	-1.00000
41	Copilot	Red_Knolls	un	8101	57	0.001173422	19.00000	2.22867	161.97981	1.27875	0.22909	-1.00000	-1.00000
48	Copilot	Red_Knolls	un	12908	12	1.000000000	0.56000	0.04783	6.55691	0.25181	0.01681	-1.00000	-1.00000
55	Copilot	Red_Knolls	un	15376	33	1.000000000	0.52000	0.04432	6.10163	0.28400	0.01884	-1.00000	-1.00000
58	Copilot	Red_Knolls	un	17002	27	0.239819005	0.26000	0.02716	2.48930	0.58503	0.05248	-1.00000	-1.00000
66	Copilot	Red_Knolls	un	19585	116	1.000000000	0.56000	0.04783	6.55691	0.25181	0.01681	-1.00000	-1.00000
77	Copilot	Red_Knolls	un	22792	269	0.500000000	0.48000	0.04081	5.64636	0.31876	0.02128	-1.00000	-1.00000
82	Copilot	Red_Knolls	un	24467	504	0.101449275	5.00000	0.51715	48.34206	0.69897	0.07611	-1.00000	-1.00000
91	Copilot	Red_Knolls	un	28863	124	0.239819005	0.26000	0.02716	2.48930	0.58503	0.05248	-1.00000	-1.00000
99	Copilot	Red_Knolls	un	31104	51	0.000069312	33.00000	3.72391	292.43469	1.51851	0.34286	-1.00000	-1.00000
102	Copilot	Red_Knolls	un	31854	31	1.000000000	0.60870	0.05185	7.14645	0.21560	0.01603	-1.00000	-1.00000
104	Copilot	Red_Knolls	un	32774	102	0.002959299	7.50000	2.03873	27.59073	0.87506	0.20994	-1.00000	-1.00000
125	Copilot	Red_Knolls	un	39342	238	0.461538462	2.41667	0.20633	28.30581	0.38322	0.02288	-1.00000	-1.00000
130	Copilot	Red_Knolls	un	40084	278	0.434782609	2.70000	0.22857	31.89387	0.43136	0.02889	-1.00000	-1.00000
131	Copilot	Red_Knolls	un	40692	66	0.000123973	21.26667	2.50224	180.74677	1.32770	0.27778	-1.00000	-1.00000
136	Copilot	Red_Knolls	un	41446	71	0.072170383	0.29412	0.08190	1.05625	0.53148	0.07966	-1.00000	-1.00000
160	Copilot	Red_Knolls	un	49159	64	1.000000000	0.60870	0.05185	7.14645	0.21560	0.01603	-1.00000	-1.00000
