# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Fisher's P	Odds Ratio	CI Low	CI High	LOD	AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value
16	Bishop	Red_Knolls	un	1721	57	0.179365258	0.34694	0.07772	1.54878	0.45975	0.04211	-1.00000	-1.00000
28	Bishop	Red_Knolls	un	3389	66	1.000000000	0.57895	0.04859	6.89777	0.23736	0.00434	-1.00000	-1.00000
41	Bishop	Red_Knolls	un	8101	57	1.000000000	0.57895	0.04859	6.89777	0.23736	0.00434	-1.00000	-1.00000
43	Bishop	Red_Knolls	un	9701	8	0.239361702	0.26087	0.02709	2.51184	0.58358	0.05641	-1.00000	-1.00000
75	Bishop	Red_Knolls	un	21034	9	0.244680851	0.30667	0.02975	3.16133	0.51333	0.04348	-1.00000	-1.00000
84	Bishop	Red_Knolls	un	24996	184	0.489855072	0.33333	0.03224	3.44607	0.47712	0.04167	-1.00000	-1.00000
99	Bishop	Red_Knolls	un	31104	51	0.770856691	1.22222	0.37179	4.01796	0.08715	0.00248	-1.00000	-1.00000
102	Bishop	Red_Knolls	un	31854	31	1.000000000	0.60870	0.05185	7.14645	0.21560	0.01603	-1.00000	-1.00000
106	Bishop	Red_Knolls	un	34240	22	0.101449275	5.00000	0.51715	48.34206	0.69897	0.07611	-1.00000	-1.00000
125	Bishop	Red_Knolls	un	39342	238	0.500000000	2.08333	0.17711	24.50678	0.31876	0.02128	-1.00000	-1.00000
130	Bishop	Red_Knolls	un	40084	278	1.000000000	1.31579	0.07724	22.41565	0.11919	0.00079	-1.00000	-1.00000
131	Bishop	Red_Knolls	un	40692	66	0.227115870	2.38095	0.70221	8.07302	0.37675	0.03964	-1.00000	-1.00000
136	Bishop	Red_Knolls	un	41446	71	0.080636111	7.35294	0.78770	68.63707	0.86646	0.08092	-1.00000	-1.00000
153	Bishop	Red_Knolls	un	45973	61	1.000000000	0.60870	0.05185	7.14645	0.21560	0.01603	-1.00000	-1.00000
157	Bishop	Red_Knolls	un	47608	121	0.031762918	7.63158	0.82585	70.52277	0.88261	0.11067	-1.00000	-1.00000
162	Bishop	Red_Knolls	un	49855	13	0.534985922	0.62963	0.17244	2.29897	0.20091	0.01073	-1.00000	-1.00000
165	Bishop	Red_Knolls	un	50702	14	0.275657751	2.62500	0.56786	12.13434	0.41913	0.03460	-1.00000	-1.00000
171	Bishop	Red_Knolls	un	53030	58	1.000000000	0.83333	0.12673	5.47968	0.07918	0.00072	-1.00000	-1.00000
202	Bishop	Red_Knolls	un	61415	20	0.234782609	0.23913	0.02476	2.30992	0.62137	0.06395	-1.00000	-1.00000
217	Bishop	Red_Knolls	un	65971	497	1.000000000	1.21053	0.07089	20.67103	0.08297	0.00040	-1.00000	-1.00000
235	Bishop	Red_Knolls	un	70780	89	0.614168979	0.36508	0.03519	3.78714	0.43761	0.01589	-1.00000	-1.00000
249	Bishop	Red_Knolls	un	78596	132	0.489855072	0.33333	0.03224	3.44607	0.47712	0.04167	-1.00000	-1.00000
264	Bishop	Red_Knolls	un	85173	194	0.503546099	0.42857	0.04153	4.42229	0.36798	0.03106	-1.00000	-1.00000
283	Bishop	Red_Knolls	un	94055	80	0.130126426	0.23810	0.02575	2.20118	0.62325	0.06494	-1.00000	-1.00000
292	Bishop	Red_Knolls	un	98157	31	0.652100840	1.85714	0.28356	12.16309	0.26885	0.00821	-1.00000	-1.00000
300	Bishop	Red_Knolls	un	101561	196	0.600000000	2.30000	0.19374	27.30519	0.36173	0.00992	-1.00000	-1.00000
308	Bishop	Red_Knolls	un	103041	99	0.548057746	1.50000	0.44184	5.09235	0.17609	0.00923	-1.00000	-1.00000
327	Bishop	Red_Knolls	un	109093	53	0.490612245	0.33333	0.03243	3.42639	0.47712	0.03846	-1.00000	-1.00000
332	Bishop	Red_Knolls	un	112079	14	0.239361702	0.26087	0.02709	2.51184	0.58358	0.05641	-1.00000	-1.00000
359	Bishop	Red_Knolls	un	122982	38	0.031762918	7.63158	0.82585	70.52277	0.88261	0.11067	-1.00000	-1.00000
432	Bishop	Red_Knolls	un	148294	300	1.000000000	1.20000	0.15481	9.30159	0.07918	0.00064	-1.00000	-1.00000
434	Bishop	Red_Knolls	un	148917	37	0.033658814	4.20000	1.16261	15.17275	0.62325	0.10577	-1.00000	-1.00000
459	Bishop	Red_Knolls	un	158454	104	1.000000000	0.88235	0.22660	3.43578	0.05436	0.00071	-1.00000	-1.00000
461	Bishop	Red_Knolls	un	159023	12	1.000000000	0.84444	0.19526	3.65201	0.07343	0.00111	-1.00000	-1.00000
468	Bishop	Red_Knolls	un	160555	32	1.000000000	1.23529	0.30620	4.98353	0.09177	0.00184	-1.00000	-1.00000
477	Bishop	Red_Knolls	un	163946	86	0.218589005	0.38889	0.10895	1.38808	0.41017	0.04720	-1.00000	-1.00000
483	Bishop	Red_Knolls	un	166438	96	1.000000000	1.09091	0.14134	8.41998	0.03779	0.00014	-1.00000	-1.00000
495	Bishop	Red_Knolls	un	171224	48	0.668837748	0.50000	0.08287	3.01679	0.30103	0.01175	-1.00000	-1.00000
501	Bishop	Red_Knolls	un	173560	111	0.227284105	3.42105	0.59849	19.55516	0.53416	0.03998	-1.00000	-1.00000
504	Bishop	Red_Knolls	un	174383	134	0.082182812	4.38095	0.99332	19.32179	0.64157	0.08661	-1.00000	-1.00000
510	Bishop	Red_Knolls	un	177655	100	0.492600423	0.36508	0.03519	3.78714	0.43761	0.03968	-1.00000	-1.00000
516	Bishop	Red_Knolls	un	179281	102	0.006611286	10.68421	1.21537	93.92410	1.02874	0.15217	-1.00000	-1.00000
519	Bishop	Red_Knolls	un	179986	24	0.239819005	0.26000	0.02716	2.48930	0.58503	0.05248	-1.00000	-1.00000
532	Bishop	Red_Knolls	un	183292	30	1.000000000	0.56000	0.04783	6.55691	0.25181	0.01681	-1.00000	-1.00000
558	Bishop	Red_Knolls	un	196532	58	0.478260870	2.27273	0.19264	26.81366	0.35655	0.02424	-1.00000	-1.00000
581	Bishop	Red_Knolls	un	204260	23	0.225277385	2.50000	0.73963	8.45022	0.39794	0.05031	-1.00000	-1.00000
586	Bishop	Red_Knolls	un	206302	13	0.480000000	2.25000	0.19172	26.40626	0.35218	0.02211	-1.00000	-1.00000
623	Bishop	Red_Knolls	un	219294	125	0.255319149	0.30952	0.03212	2.98268	0.50931	0.04762	-1.00000	-1.00000
625	Bishop	Red_Knolls	un	219998	31	0.500000000	0.48000	0.04081	5.64636	0.31876	0.02128	-1.00000	-1.00000
627	Bishop	Red_Knolls	un	221241	401	0.489855072	0.33333	0.03224	3.44607	0.47712	0.04167	-1.00000	-1.00000
635	Bishop	Red_Knolls	un	223253	70	0.497584541	0.39683	0.03836	4.10470	0.40140	0.03497	-1.00000	-1.00000
646	Bishop	Red_Knolls	un	229354	122	0.673758865	1.57143	0.23823	10.36553	0.19629	0.00465	-1.00000	-1.00000
653	Bishop	Red_Knolls	un	230880	10	0.239819005	0.26000	0.02716	2.48930	0.58503	0.05248	-1.00000	-1.00000
675	Bishop	Red_Knolls	un	239747	24	0.173037461	0.29412	0.06697	1.29163	0.53148	0.06328	-1.00000	-1.00000
688	Bishop	Red_Knolls	un	243911	93	0.673758865	1.57143	0.23823	10.36553	0.19629	0.00465	-1.00000	-1.00000
698	Bishop	Red_Knolls	un	250695	508	1.000000000	1.21053	0.07089	20.67103	0.08297	0.00040	-1.00000	-1.00000
705	Bishop	Red_Knolls	un	253441	143	0.461538462	2.41667	0.20633	28.30581	0.38322	0.02288	-1.00000	-1.00000
745	Bishop	Red_Knolls	un	266306	95	0.035329956	9.85714	1.07181	90.65361	0.99375	0.12368	-1.00000	-1.00000
747	Bishop	Red_Knolls	un	267845	42	1.000000000	0.92593	0.14002	6.12308	0.03342	0.00013	-1.00000	-1.00000
753	Bishop	Red_Knolls	un	269466	52	0.200845666	3.94737	0.38005	40.99947	0.59631	0.05714	-1.00000	-1.00000
770	Bishop	Red_Knolls	un	275951	76	0.198564529	0.20000	0.02149	1.86118	0.69897	0.04895	-1.00000	-1.00000
788	Bishop	Red_Knolls	un	283670	139	0.610508033	0.33333	0.03224	3.44607	0.47712	0.01843	-1.00000	-1.00000
793	Bishop	Red_Knolls	un	286080	107	1.000000000	1.25000	0.26960	5.79553	0.09691	0.00185	-1.00000	-1.00000
799	Bishop	Red_Knolls	un	289317	102	0.489855072	0.33333	0.03224	3.44607	0.47712	0.04167	-1.00000	-1.00000
814	Bishop	Red_Knolls	un	294070	56	0.520681884	0.58824	0.15881	2.17885	0.23045	0.01384	-1.00000	-1.00000
824	Bishop	Red_Knolls	un	296547	120	1.000000000	0.82353	0.24247	2.79708	0.08432	0.00202	-1.00000	-1.00000
834	Bishop	Red_Knolls	un	299577	81	0.496596121	0.53968	0.13363	2.17961	0.26786	0.01655	-1.00000	-1.00000
840	Bishop	Red_Knolls	un	302039	112	0.101449275	5.00000	0.51715	48.34206	0.69897	0.07611	-1.00000	-1.00000
882	Bishop	Red_Knolls	un	319226	70	1.000000000	1.11765	0.27514	4.54006	0.04830	0.00053	-1.00000	-1.00000
893	Bishop	Red_Knolls	un	322448	83	0.621595122	0.40351	0.03874	4.20303	0.39415	0.01323	-1.00000	-1.00000
904	Bishop	Red_Knolls	un	325070	191	1.000000000	0.52000	0.04432	6.10163	0.28400	0.01884	-1.00000	-1.00000
907	Bishop	Red_Knolls	un	325755	60	0.746243351	1.40000	0.38620	5.07505	0.14613	0.00572	-1.00000	-1.00000
913	Bishop	Red_Knolls	un	326812	22	0.005107483	0.09333	0.01092	0.79800	1.02996	0.15584	-1.00000	-1.00000
914	Bishop	Red_Knolls	un	327651	32	0.000273662	0.05333	0.00631	0.45075	1.27300	0.26036	-1.00000	-1.00000
925	Bishop	Red_Knolls	un	332484	57	1.000000000	0.83333	0.12673	5.47968	0.07918	0.00072	-1.00000	-1.00000
936	Bishop	Red_Knolls	un	338294	265	1.000000000	1.19048	0.07012	20.21203	0.07572	0.00030	-1.00000	-1.00000
