# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Fisher's P	Odds Ratio	CI Low	CI High	LOD	AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value
4	Gandy	Jail_Pond	un	108	107	0.482758621	2.21429	0.19026	25.77014	0.34523	0.01880	-1.00000	-1.00000
16	Gandy	Jail_Pond	un	1721	57	0.118181818	0.22414	0.02352	2.13589	0.64948	0.05660	-1.00000	-1.00000
34	Gandy	Jail_Pond	un	5786	75	0.003465046	0.08333	0.00958	0.72459	1.07918	0.17636	-1.00000	-1.00000
37	Gandy	Jail_Pond	un	6631	133	0.001954280	13.77778	1.59130	119.29056	1.13918	0.18617	-1.00000	-1.00000
40	Gandy	Jail_Pond	un	7331	44	0.025728988	0.13793	0.01551	1.22635	0.86034	0.09804	-1.00000	-1.00000
41	Gandy	Jail_Pond	un	8101	57	1.000000000	1.17391	0.06948	19.83494	0.06964	0.00024	-1.00000	-1.00000
42	Gandy	Jail_Pond	un	8936	63	0.000708021	16.17647	1.90730	137.19798	1.20888	0.23077	-1.00000	-1.00000
43	Gandy	Jail_Pond	un	9701	8	0.663337033	1.69565	0.26000	11.05848	0.22934	0.00574	-1.00000	-1.00000
64	Gandy	Jail_Pond	un	18638	19	0.025728988	0.13793	0.01551	1.22635	0.86034	0.09804	-1.00000	-1.00000
99	Gandy	Jail_Pond	un	31104	51	0.000000415	39.46154	4.75099	327.76617	1.59617	0.41053	-1.00000	-1.00000
104	Gandy	Jail_Pond	un	32774	102	0.000587549	0.06207	0.00732	0.52657	1.20713	0.21538	-1.00000	-1.00000
115	Gandy	Jail_Pond	un	35910	111	0.228675136	3.44444	0.33807	35.09441	0.53712	0.03827	-1.00000	-1.00000
125	Gandy	Jail_Pond	un	39342	238	0.046139818	0.15556	0.01687	1.43442	0.80811	0.09420	-1.00000	-1.00000
148	Gandy	Jail_Pond	un	44468	150	0.112852665	0.18621	0.02042	1.69763	0.73000	0.06914	-1.00000	-1.00000
153	Gandy	Jail_Pond	un	45973	61	1.000000000	0.56000	0.04783	6.55691	0.25181	0.01681	-1.00000	-1.00000
159	Gandy	Jail_Pond	un	48363	90	0.227113906	0.28736	0.02808	2.94037	0.54158	0.04142	-1.00000	-1.00000
165	Gandy	Jail_Pond	un	50702	14	0.491833031	0.33333	0.03272	3.39531	0.47712	0.03333	-1.00000	-1.00000
173	Gandy	Jail_Pond	un	54225	112	0.000014798	18.75000	4.36007	80.63223	1.27300	0.35971	-1.00000	-1.00000
187	Gandy	Jail_Pond	un	57579	184	0.480000000	0.44444	0.03787	5.21605	0.35218	0.02211	-1.00000	-1.00000
203	Gandy	Jail_Pond	un	62314	109	0.054624119	3.20000	1.00361	10.20321	0.50515	0.07955	-1.00000	-1.00000
205	Gandy	Jail_Pond	un	64125	207	0.480000000	0.44444	0.03787	5.21605	0.35218	0.02211	-1.00000	-1.00000
228	Gandy	Jail_Pond	un	69458	94	0.208144796	0.26437	0.02576	2.71292	0.57779	0.04667	-1.00000	-1.00000
235	Gandy	Jail_Pond	un	70780	89	0.115317596	0.20000	0.02189	1.82743	0.69897	0.06667	-1.00000	-1.00000
