# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Fisher's P	Odds Ratio	CI Low	CI High	LOD	AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value
5	Clear_Lake	Lower_Rocky	un	1023	210	0.461538462	0.41379	0.03533	4.84665	0.38322	0.02288	-1.00000	-1.00000
16	Clear_Lake	Lower_Rocky	un	1721	57	0.004889055	7.66667	1.80751	32.51863	0.88461	0.17582	-1.00000	-1.00000
41	Clear_Lake	Lower_Rocky	un	8101	57	0.000000142	48.60000	5.71554	413.25253	1.68664	0.48571	-1.00000	-1.00000
63	Clear_Lake	Lower_Rocky	un	17794	65	0.002836355	12.40000	1.43928	106.83144	1.09342	0.16484	-1.00000	-1.00000
89	Clear_Lake	Lower_Rocky	un	28067	106	0.091583710	0.18966	0.01978	1.81808	0.72204	0.07143	-1.00000	-1.00000
99	Clear_Lake	Lower_Rocky	un	31104	51	0.201543739	0.22222	0.02321	2.12804	0.65321	0.03529	-1.00000	-1.00000
102	Clear_Lake	Lower_Rocky	un	31854	31	0.000019812	25.37500	3.05000	211.11198	1.40441	0.30233	-1.00000	-1.00000
106	Clear_Lake	Lower_Rocky	un	34240	22	0.000012938	29.16667	3.42344	248.49127	1.46489	0.37143	-1.00000	-1.00000
113	Clear_Lake	Lower_Rocky	un	35118	148	0.500000000	0.48000	0.04081	5.64636	0.31876	0.02128	-1.00000	-1.00000
153	Clear_Lake	Lower_Rocky	un	45973	61	0.480000000	0.44444	0.03787	5.21605	0.35218	0.02211	-1.00000	-1.00000
160	Clear_Lake	Lower_Rocky	un	49159	64	1.000000000	0.51852	0.04439	6.05718	0.28524	0.01752	-1.00000	-1.00000
162	Clear_Lake	Lower_Rocky	un	49855	13	0.525952413	0.59211	0.16299	2.15102	0.22760	0.01281	-1.00000	-1.00000
165	Clear_Lake	Lower_Rocky	un	50702	14	0.237749546	0.24138	0.02539	2.29481	0.61730	0.05091	-1.00000	-1.00000
172	Clear_Lake	Lower_Rocky	un	53514	57	0.491833031	0.33333	0.03272	3.39531	0.47712	0.03333	-1.00000	-1.00000
173	Clear_Lake	Lower_Rocky	un	54225	112	0.054609929	0.16800	0.01817	1.55315	0.77469	0.09091	-1.00000	-1.00000
192	Clear_Lake	Lower_Rocky	un	59838	67	0.491833031	0.33333	0.03272	3.39531	0.47712	0.03333	-1.00000	-1.00000
243	Clear_Lake	Lower_Rocky	un	74263	463	0.480000000	0.44444	0.03787	5.21605	0.35218	0.02211	-1.00000	-1.00000
246	Clear_Lake	Lower_Rocky	un	76156	16	1.000000000	0.51724	0.04445	6.01898	0.28631	0.01637	-1.00000	-1.00000
254	Clear_Lake	Lower_Rocky	un	81799	136	0.491833031	0.33333	0.03272	3.39531	0.47712	0.03333	-1.00000	-1.00000
