# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Fisher's P	Odds Ratio	CI Low	CI High	LOD	AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value
16	Copilot	Lower_Rocky	un	1721	57	0.000362270	23.00000	2.66277	198.66566	1.36173	0.26593	-1.00000	-1.00000
37	Copilot	Lower_Rocky	un	6631	133	1.000000000	0.56000	0.04783	6.55691	0.25181	0.01681	-1.00000	-1.00000
41	Copilot	Lower_Rocky	un	8101	57	0.000015337	27.00000	3.23956	225.03064	1.43136	0.32500	-1.00000	-1.00000
48	Copilot	Lower_Rocky	un	12908	12	0.500000000	0.48276	0.04141	5.62819	0.31627	0.01818	-1.00000	-1.00000
55	Copilot	Lower_Rocky	un	15376	33	0.481481481	0.44828	0.03837	5.23742	0.34845	0.02032	-1.00000	-1.00000
58	Copilot	Lower_Rocky	un	17002	27	0.118181818	0.22414	0.02352	2.13589	0.64948	0.05660	-1.00000	-1.00000
63	Copilot	Lower_Rocky	un	17794	65	0.010050659	10.00000	1.15273	86.75040	1.00000	0.15027	-1.00000	-1.00000
66	Copilot	Lower_Rocky	un	19585	116	0.500000000	0.48276	0.04141	5.62819	0.31627	0.01818	-1.00000	-1.00000
77	Copilot	Lower_Rocky	un	22792	269	0.461538462	0.41379	0.03533	4.84665	0.38322	0.02288	-1.00000	-1.00000
91	Copilot	Lower_Rocky	un	28863	124	0.239819005	0.26000	0.02716	2.48930	0.58503	0.05248	-1.00000	-1.00000
99	Copilot	Lower_Rocky	un	31104	51	1.000000000	1.00000	0.05944	16.82259	0.00000	0.00000	-1.00000	-1.00000
102	Copilot	Lower_Rocky	un	31854	31	0.000194430	23.40000	2.78171	196.84299	1.36922	0.24490	-1.00000	-1.00000
104	Copilot	Lower_Rocky	un	32774	102	0.004034964	5.27778	1.68667	16.51479	0.72245	0.15453	-1.00000	-1.00000
136	Copilot	Lower_Rocky	un	41446	71	0.000234472	0.04000	0.00465	0.34444	1.39794	0.27635	-1.00000	-1.00000
160	Copilot	Lower_Rocky	un	49159	64	1.000000000	0.51852	0.04439	6.05718	0.28524	0.01752	-1.00000	-1.00000
162	Copilot	Lower_Rocky	un	49855	13	0.525952413	0.59211	0.16299	2.15102	0.22760	0.01281	-1.00000	-1.00000
170	Copilot	Lower_Rocky	un	52280	93	0.500000000	0.48000	0.04081	5.64636	0.31876	0.02128	-1.00000	-1.00000
173	Copilot	Lower_Rocky	un	54225	112	0.490612245	0.33333	0.03243	3.42639	0.47712	0.03846	-1.00000	-1.00000
225	Copilot	Lower_Rocky	un	67891	26	0.761508567	0.81429	0.23137	2.86584	0.08922	0.00197	-1.00000	-1.00000
227	Copilot	Lower_Rocky	un	68683	154	0.013310607	0.09259	0.01070	0.80113	1.03342	0.11584	-1.00000	-1.00000
239	Copilot	Lower_Rocky	un	72367	92	0.055746141	0.17241	0.01886	1.57593	0.76343	0.07692	-1.00000	-1.00000
251	Copilot	Lower_Rocky	un	80037	6	0.118181818	0.22414	0.02352	2.13589	0.64948	0.05660	-1.00000	-1.00000
291	Copilot	Lower_Rocky	un	97374	44	0.005105438	0.09483	0.01103	0.81529	1.02307	0.14286	-1.00000	-1.00000
299	Copilot	Lower_Rocky	un	100582	34	0.481481481	0.44828	0.03837	5.23742	0.34845	0.02032	-1.00000	-1.00000
308	Copilot	Lower_Rocky	un	103041	99	0.000275635	10.31429	2.77728	38.30532	1.01344	0.27294	-1.00000	-1.00000
317	Copilot	Lower_Rocky	un	105445	72	0.508916877	0.60606	0.14906	2.46416	0.21748	0.00952	-1.00000	-1.00000
338	Copilot	Lower_Rocky	un	115077	585	1.000000000	1.92308	0.16389	22.56519	0.28400	0.01884	-1.00000	-1.00000
386	Copilot	Lower_Rocky	un	128715	115	1.000000000	0.52000	0.04432	6.10163	0.28400	0.01884	-1.00000	-1.00000
394	Copilot	Lower_Rocky	un	131968	83	0.055746141	0.17241	0.01886	1.57593	0.76343	0.07692	-1.00000	-1.00000
406	Copilot	Lower_Rocky	un	135995	52	1.000000000	0.51852	0.04439	6.05718	0.28524	0.01752	-1.00000	-1.00000
422	Copilot	Lower_Rocky	un	142324	20	0.023501224	8.21739	0.94023	71.81789	0.91473	0.11607	-1.00000	-1.00000
427	Copilot	Lower_Rocky	un	146424	78	0.047272578	0.15862	0.01730	1.45424	0.79964	0.08615	-1.00000	-1.00000
429	Copilot	Lower_Rocky	un	147303	122	0.697061803	0.65217	0.13004	3.27075	0.18564	0.00545	-1.00000	-1.00000
461	Copilot	Lower_Rocky	un	159023	12	0.000043173	23.62500	2.83309	197.00800	1.37337	0.29443	-1.00000	-1.00000
468	Copilot	Lower_Rocky	un	160555	32	0.589502262	0.40741	0.03461	4.79552	0.38997	0.01037	-1.00000	-1.00000
477	Copilot	Lower_Rocky	un	163946	86	0.000340453	13.84615	2.73332	70.14046	1.14133	0.24362	-1.00000	-1.00000
480	Copilot	Lower_Rocky	un	165508	16	0.005105438	10.54545	1.22656	90.66576	1.02307	0.14286	-1.00000	-1.00000
493	Copilot	Lower_Rocky	un	170517	99	0.023501224	0.12169	0.01392	1.06357	0.91473	0.11607	-1.00000	-1.00000
495	Copilot	Lower_Rocky	un	171224	48	0.000000000	207.00000	20.12924	2128.69409	2.31597	0.85119	-1.00000	-1.00000
499	Copilot	Lower_Rocky	un	172669	20	0.000287191	23.14286	2.72362	196.64680	1.36442	0.24767	-1.00000	-1.00000
501	Copilot	Lower_Rocky	un	173560	111	0.500000000	0.48276	0.04141	5.62819	0.31627	0.01818	-1.00000	-1.00000
504	Copilot	Lower_Rocky	un	174383	134	0.000000000	406.00000	34.82467	4733.31104	2.60853	0.93103	-1.00000	-1.00000
506	Copilot	Lower_Rocky	un	175912	18	0.000299853	18.33333	2.14646	156.58884	1.26324	0.26316	-1.00000	-1.00000
510	Copilot	Lower_Rocky	un	177655	100	0.000000016	65.25000	7.52132	566.06567	1.81458	0.56667	-1.00000	-1.00000
514	Copilot	Lower_Rocky	un	178397	49	0.024018701	4.20000	1.23407	14.29416	0.62325	0.10364	-1.00000	-1.00000
520	Copilot	Lower_Rocky	un	181175	439	1.000000000	1.92857	0.16509	22.52900	0.28524	0.01752	-1.00000	-1.00000
525	Copilot	Lower_Rocky	un	181652	52	1.000000000	0.92647	0.27578	3.11242	0.03317	0.00031	-1.00000	-1.00000
532	Copilot	Lower_Rocky	un	183292	30	0.491264850	3.00000	0.29328	30.68711	0.47712	0.03571	-1.00000	-1.00000
554	Copilot	Lower_Rocky	un	194086	114	0.104821803	4.83333	0.50582	46.18450	0.68425	0.06335	-1.00000	-1.00000
562	Copilot	Lower_Rocky	un	197361	99	0.000001820	25.55556	5.64584	115.67569	1.40749	0.43328	-1.00000	-1.00000
565	Copilot	Lower_Rocky	un	198117	78	0.000000005	125.00000	12.92870	1208.55139	2.09691	0.64738	-1.00000	-1.00000
572	Copilot	Lower_Rocky	un	200558	153	0.000015337	0.03704	0.00444	0.30868	1.43136	0.32500	-1.00000	-1.00000
577	Copilot	Lower_Rocky	un	202915	111	0.500000000	0.48276	0.04141	5.62819	0.31627	0.01818	-1.00000	-1.00000
586	Copilot	Lower_Rocky	un	206302	13	0.000190927	0.05051	0.00593	0.43023	1.29667	0.27083	-1.00000	-1.00000
615	Copilot	Lower_Rocky	un	215338	133	0.002076008	0.07819	0.00913	0.66975	1.10685	0.18182	-1.00000	-1.00000
616	Copilot	Lower_Rocky	un	216074	22	0.000000000	351.00000	29.98258	4109.08643	2.54531	0.92593	-1.00000	-1.00000
617	Copilot	Lower_Rocky	un	216955	144	0.245454545	0.31034	0.03040	3.16783	0.50816	0.03704	-1.00000	-1.00000
628	Copilot	Lower_Rocky	un	221710	83	0.000000037	57.00000	6.65442	488.24686	1.75587	0.52941	-1.00000	-1.00000
635	Copilot	Lower_Rocky	un	223253	70	0.025310124	0.13580	0.01519	1.21416	0.86709	0.10638	-1.00000	-1.00000
638	Copilot	Lower_Rocky	un	224979	127	0.000000000	156.00000	20.34517	1196.15637	2.19312	0.72530	-1.00000	-1.00000
690	Copilot	Lower_Rocky	un	245358	97	0.104821803	0.20690	0.02165	1.97698	0.68425	0.06335	-1.00000	-1.00000
695	Copilot	Lower_Rocky	un	248102	327	0.480000000	0.44444	0.03787	5.21605	0.35218	0.02211	-1.00000	-1.00000
696	Copilot	Lower_Rocky	un	248855	261	0.208144796	0.26437	0.02576	2.71292	0.57779	0.04667	-1.00000	-1.00000
708	Copilot	Lower_Rocky	un	254213	98	0.054609929	0.16800	0.01817	1.55315	0.77469	0.09091	-1.00000	-1.00000
724	Copilot	Lower_Rocky	un	258416	78	0.491264850	0.33333	0.03259	3.40968	0.47712	0.03571	-1.00000	-1.00000
731	Copilot	Lower_Rocky	un	261547	143	0.245454545	0.31034	0.03040	3.16783	0.50816	0.03704	-1.00000	-1.00000
733	Copilot	Lower_Rocky	un	262350	154	0.002587025	12.88889	1.48569	111.81544	1.11022	0.18148	-1.00000	-1.00000
734	Copilot	Lower_Rocky	un	263074	85	0.500000000	2.07143	0.17768	24.14955	0.31627	0.01818	-1.00000	-1.00000
735	Copilot	Lower_Rocky	un	263889	107	0.000001053	33.00000	6.14165	177.31381	1.51851	0.44778	-1.00000	-1.00000
743	Copilot	Lower_Rocky	un	265485	49	0.225306122	0.28395	0.02761	2.92002	0.54676	0.04514	-1.00000	-1.00000
745	Copilot	Lower_Rocky	un	266306	95	0.020799934	0.12644	0.01417	1.12790	0.89813	0.10989	-1.00000	-1.00000
753	Copilot	Lower_Rocky	un	269466	52	0.025728988	0.13793	0.01551	1.22635	0.86034	0.09804	-1.00000	-1.00000
756	Copilot	Lower_Rocky	un	271133	124	0.003714274	0.08621	0.00999	0.74418	1.06446	0.16039	-1.00000	-1.00000
772	Copilot	Lower_Rocky	un	276789	81	0.481481481	0.44828	0.03837	5.23742	0.34845	0.02032	-1.00000	-1.00000
777	Copilot	Lower_Rocky	un	279593	75	0.500000000	0.48276	0.04141	5.62819	0.31627	0.01818	-1.00000	-1.00000
784	Copilot	Lower_Rocky	un	282105	147	1.000000000	0.52000	0.04432	6.10163	0.28400	0.01884	-1.00000	-1.00000
785	Copilot	Lower_Rocky	un	282882	144	0.500000000	0.48276	0.04141	5.62819	0.31627	0.01818	-1.00000	-1.00000
788	Copilot	Lower_Rocky	un	283670	139	0.000000005	75.00000	8.52772	659.61346	1.87506	0.61538	-1.00000	-1.00000
792	Copilot	Lower_Rocky	un	285223	37	0.245454545	0.31034	0.03040	3.16783	0.50816	0.03704	-1.00000	-1.00000
793	Copilot	Lower_Rocky	un	286080	107	0.000000000	191.66667	18.59275	1975.82971	2.28255	0.84615	-1.00000	-1.00000
804	Copilot	Lower_Rocky	un	291654	42	0.481481481	0.44828	0.03837	5.23742	0.34845	0.02032	-1.00000	-1.00000
812	Copilot	Lower_Rocky	un	293252	96	0.091583710	0.18966	0.01978	1.81808	0.72204	0.07143	-1.00000	-1.00000
840	Copilot	Lower_Rocky	un	302039	112	0.001501515	13.73684	1.60737	117.39751	1.13789	0.18729	-1.00000	-1.00000
850	Copilot	Lower_Rocky	un	307266	116	0.000123973	0.04702	0.00553	0.39964	1.32770	0.27778	-1.00000	-1.00000
864	Copilot	Lower_Rocky	un	309906	297	0.227113906	0.28736	0.02808	2.94037	0.54158	0.04142	-1.00000	-1.00000
865	Copilot	Lower_Rocky	un	310338	122	0.500000000	2.07692	0.17741	24.31412	0.31742	0.01961	-1.00000	-1.00000
867	Copilot	Lower_Rocky	un	311924	145	0.481481481	0.44828	0.03837	5.23742	0.34845	0.02032	-1.00000	-1.00000
870	Copilot	Lower_Rocky	un	313772	448	0.461538462	2.41667	0.20633	28.30581	0.38322	0.02288	-1.00000	-1.00000
874	Copilot	Lower_Rocky	un	315099	97	0.603773585	2.25000	0.19172	26.40626	0.35218	0.00808	-1.00000	-1.00000
878	Copilot	Lower_Rocky	un	316666	7	0.245454545	0.31034	0.03040	3.16783	0.50816	0.03704	-1.00000	-1.00000
887	Copilot	Lower_Rocky	un	320805	51	0.500000000	0.48276	0.04141	5.62819	0.31627	0.01818	-1.00000	-1.00000
900	Copilot	Lower_Rocky	un	324086	73	0.000001173	55.85714	6.26951	497.64975	1.74708	0.47407	-1.00000	-1.00000
907	Copilot	Lower_Rocky	un	325755	60	0.091583710	0.18966	0.01978	1.81808	0.72204	0.07143	-1.00000	-1.00000
913	Copilot	Lower_Rocky	un	326812	22	0.000000000	351.00000	29.98258	4109.08643	2.54531	0.92593	-1.00000	-1.00000
914	Copilot	Lower_Rocky	un	327651	32	0.002407285	6.78571	2.05816	22.37240	0.83160	0.19780	-1.00000	-1.00000
925	Copilot	Lower_Rocky	un	332484	57	0.017985119	0.08995	0.01015	0.79684	1.04601	0.12507	-1.00000	-1.00000
927	Copilot	Lower_Rocky	un	333308	105	0.008470111	9.94737	1.12900	87.64407	0.99771	0.14773	-1.00000	-1.00000
936	Copilot	Lower_Rocky	un	338294	265	0.481481481	2.23077	0.19093	26.06312	0.34845	0.02032	-1.00000	-1.00000
937	Copilot	Lower_Rocky	un	339216	321	1.000000000	0.51852	0.04439	6.05718	0.28524	0.01752	-1.00000	-1.00000
962	Copilot	Lower_Rocky	un	345159	80	0.091583710	0.18966	0.01978	1.81808	0.72204	0.07143	-1.00000	-1.00000
978	Copilot	Lower_Rocky	un	351711	218	0.500000000	0.48148	0.04113	5.63661	0.31742	0.01961	-1.00000	-1.00000
987	Copilot	Lower_Rocky	un	355604	108	0.500000000	0.48276	0.04141	5.62819	0.31627	0.01818	-1.00000	-1.00000
1002	Copilot	Lower_Rocky	un	362059	175	1.000000000	1.00000	0.05944	16.82259	0.00000	0.00000	-1.00000	-1.00000
1019	Copilot	Lower_Rocky	un	369280	155	0.118181818	0.22414	0.02352	2.13589	0.64948	0.05660	-1.00000	-1.00000
1034	Copilot	Lower_Rocky	un	372393	89	0.020799934	7.90909	0.88661	70.55416	0.89813	0.10989	-1.00000	-1.00000
1046	Copilot	Lower_Rocky	un	376362	266	0.500000000	0.48276	0.04141	5.62819	0.31627	0.01818	-1.00000	-1.00000
1051	Copilot	Lower_Rocky	un	378893	326	0.461538462	0.41379	0.03533	4.84665	0.38322	0.02288	-1.00000	-1.00000
1063	Copilot	Lower_Rocky	un	382848	74	0.490612245	3.00000	0.29185	30.83754	0.47712	0.03846	-1.00000	-1.00000
1073	Copilot	Lower_Rocky	un	386364	312	1.000000000	0.52000	0.04432	6.10163	0.28400	0.01884	-1.00000	-1.00000
1117	Copilot	Lower_Rocky	un	397215	19	0.118181818	0.22414	0.02352	2.13589	0.64948	0.05660	-1.00000	-1.00000
1136	Copilot	Lower_Rocky	un	402930	59	0.245454545	3.22222	0.31567	32.89072	0.50816	0.03704	-1.00000	-1.00000
1151	Copilot	Lower_Rocky	un	408123	50	0.000141323	13.33333	3.17572	55.98029	1.12494	0.28278	-1.00000	-1.00000
1160	Copilot	Lower_Rocky	un	412048	38	0.467392380	0.47619	0.10465	2.16681	0.32222	0.01892	-1.00000	-1.00000
1163	Copilot	Lower_Rocky	un	413594	29	0.117647059	0.22222	0.02321	2.12804	0.65321	0.06122	-1.00000	-1.00000
1165	Copilot	Lower_Rocky	un	414400	10	0.000000000	162.00000	16.91695	1551.34375	2.20952	0.79310	-1.00000	-1.00000
1170	Copilot	Lower_Rocky	un	417625	47	0.245454545	0.31034	0.03040	3.16783	0.50816	0.03704	-1.00000	-1.00000
1183	Copilot	Lower_Rocky	un	420822	16	0.025728988	0.13793	0.01551	1.22635	0.86034	0.09804	-1.00000	-1.00000
1188	Copilot	Lower_Rocky	un	422570	67	0.480000000	0.44444	0.03787	5.21605	0.35218	0.02211	-1.00000	-1.00000
1198	Copilot	Lower_Rocky	un	427330	129	0.207334797	2.60526	0.69029	9.83266	0.41585	0.03836	-1.00000	-1.00000
1204	Copilot	Lower_Rocky	un	429682	30	0.151306629	0.28205	0.05163	1.54096	0.54967	0.04167	-1.00000	-1.00000
1207	Copilot	Lower_Rocky	un	431432	92	0.480000000	0.44444	0.03787	5.21605	0.35218	0.02211	-1.00000	-1.00000
1239	Copilot	Lower_Rocky	un	444034	27	0.000046796	0.04274	0.00508	0.35949	1.36922	0.30000	-1.00000	-1.00000
