# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Fisher's P	Odds Ratio	CI Low	CI High	LOD	AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value
16	Mills_Valley	Willow_Pond	un	1721	57	0.067064497	5.66667	0.63373	50.66999	0.75333	0.10256	-1.00000	-1.00000
28	Mills_Valley	Willow_Pond	un	3389	66	1.000000000	1.30769	0.10983	15.57061	0.11651	0.01501	-1.00000	-1.00000
46	Mills_Valley	Willow_Pond	un	11261	13	0.048780488	0.12963	0.01320	1.27299	0.88730	0.12500	-1.00000	-1.00000
48	Mills_Valley	Willow_Pond	un	12908	12	1.000000000	1.30769	0.10983	15.57061	0.11651	0.01501	-1.00000	-1.00000
51	Mills_Valley	Willow_Pond	un	13995	247	0.139372822	0.18519	0.01767	1.94095	0.73239	0.08125	-1.00000	-1.00000
66	Mills_Valley	Willow_Pond	un	19585	116	0.139372822	0.18519	0.01767	1.94095	0.73239	0.08125	-1.00000	-1.00000
74	Mills_Valley	Willow_Pond	un	20725	485	1.000000000	1.41667	0.11868	16.91012	0.15127	0.01709	-1.00000	-1.00000
75	Mills_Valley	Willow_Pond	un	21034	9	0.036842105	0.11111	0.01120	1.10209	0.95424	0.15058	-1.00000	-1.00000
77	Mills_Valley	Willow_Pond	un	22792	269	0.129445235	0.17333	0.01636	1.83643	0.76112	0.09524	-1.00000	-1.00000
91	Mills_Valley	Willow_Pond	un	28863	124	0.116666667	0.16049	0.01518	1.69630	0.79454	0.09774	-1.00000	-1.00000
99	Mills_Valley	Willow_Pond	un	31104	51	0.136185578	4.04762	0.43079	38.03106	0.60720	0.07407	-1.00000	-1.00000
106	Mills_Valley	Willow_Pond	un	34240	22	0.327625289	2.12727	0.54794	8.25875	0.32782	0.03178	-1.00000	-1.00000
160	Mills_Valley	Willow_Pond	un	49159	64	0.507692308	2.21739	0.21180	23.21420	0.34584	0.03509	-1.00000	-1.00000
162	Mills_Valley	Willow_Pond	un	49855	13	0.000707831	17.72727	2.00850	156.46324	1.24864	0.31818	-1.00000	-1.00000
165	Mills_Valley	Willow_Pond	un	50702	14	1.000000000	1.30769	0.10983	15.57061	0.11651	0.01501	-1.00000	-1.00000
172	Mills_Valley	Willow_Pond	un	53514	57	0.507692308	2.21739	0.21180	23.21420	0.34584	0.03509	-1.00000	-1.00000
173	Mills_Valley	Willow_Pond	un	54225	112	0.431510502	2.80000	0.48889	16.03627	0.44716	0.03896	-1.00000	-1.00000
179	Mills_Valley	Willow_Pond	un	55837	110	0.208055664	2.45455	0.64154	9.39118	0.38997	0.04396	-1.00000	-1.00000
192	Mills_Valley	Willow_Pond	un	59838	67	1.000000000	1.41667	0.11868	16.91012	0.15127	0.01709	-1.00000	-1.00000
227	Mills_Valley	Willow_Pond	un	68683	154	1.000000000	0.92308	0.23751	3.58752	0.03476	0.00037	-1.00000	-1.00000
233	Mills_Valley	Willow_Pond	un	70331	472	1.000000000	1.25000	0.10409	15.01151	0.09691	0.01577	-1.00000	-1.00000
246	Mills_Valley	Willow_Pond	un	76156	16	0.507692308	2.21739	0.21180	23.21420	0.34584	0.03509	-1.00000	-1.00000
