# Population Mona	2001_Mona_LTC1,2001_Mona_LTC12,2001_Mona_LTC2,2001_Mona_LTC5
# Population Big_Springs	2022_Big_Springs_LTC_1,2022_Big_Springs_LTC_10,2022_Big_Springs_LTC_11,2022_Big_Springs_LTC_12,2022_Big_Springs_LTC_13,2022_Big_Springs_LTC_14,2022_Big_Springs_LTC_15,2022_Big_Springs_LTC_2,2022_Big_Springs_LTC_3,2022_Big_Springs_LTC_4,2022_Big_Springs_LTC_5,2022_Big_Springs_LTC_6,2022_Big_Springs_LTC_7,2022_Big_Springs_LTC_8,2022_Big_Springs_LTC_9
# Population Bishop	2022_Bishop_LTC1,2022_Bishop_LTC10,2022_Bishop_LTC11,2022_Bishop_LTC12,2022_Bishop_LTC13,2022_Bishop_LTC15,2022_Bishop_LTC2,2022_Bishop_LTC3,2022_Bishop_LTC4,2022_Bishop_LTC5,2022_Bishop_LTC6,2022_Bishop_LTC7,2022_Bishop_LTC8,2022_Bishop_LTC9
# Population Clear_Lake	2022_Clear_Lake_LTC1,2022_Clear_Lake_LTC10,2022_Clear_Lake_LTC11,2022_Clear_Lake_LTC12,2022_Clear_Lake_LTC13,2022_Clear_Lake_LTC14,2022_Clear_Lake_LTC15,2022_Clear_Lake_LTC2,2022_Clear_Lake_LTC3,2022_Clear_Lake_LTC4,2022_Clear_Lake_LTC5,2022_Clear_Lake_LTC6,2022_Clear_Lake_LTC7,2022_Clear_Lake_LTC8,2022_Clear_Lake_LTC9
# Population Cluster	2022_Cluster_LTC_1,2022_Cluster_LTC_10,2022_Cluster_LTC_11,2022_Cluster_LTC_12,2022_Cluster_LTC_13,2022_Cluster_LTC_14,2022_Cluster_LTC_15,2022_Cluster_LTC_2,2022_Cluster_LTC_3,2022_Cluster_LTC_4,2022_Cluster_LTC_5,2022_Cluster_LTC_6,2022_Cluster_LTC_7,2022_Cluster_LTC_8,2022_Cluster_LTC_9
# Population Copilot	2022_Copilot_LTC1,2022_Copilot_LTC10,2022_Copilot_LTC11,2022_Copilot_LTC12,2022_Copilot_LTC13,2022_Copilot_LTC14,2022_Copilot_LTC2,2022_Copilot_LTC3,2022_Copilot_LTC4,2022_Copilot_LTC5,2022_Copilot_LTC6,2022_Copilot_LTC7,2022_Copilot_LTC8,2022_Copilot_LTC9
# Population Gandy	2022_Gandy_LTC1,2022_Gandy_LTC10,2022_Gandy_LTC11,2022_Gandy_LTC12,2022_Gandy_LTC13,2022_Gandy_LTC14,2022_Gandy_LTC15,2022_Gandy_LTC2,2022_Gandy_LTC3,2022_Gandy_LTC4,2022_Gandy_LTC5,2022_Gandy_LTC6,2022_Gandy_LTC7,2022_Gandy_LTC8,2022_Gandy_LTC9
# Population Jail_Pond	2022_Jail_Pond_LTC1,2022_Jail_Pond_LTC10,2022_Jail_Pond_LTC11,2022_Jail_Pond_LTC12,2022_Jail_Pond_LTC13,2022_Jail_Pond_LTC14,2022_Jail_Pond_LTC2,2022_Jail_Pond_LTC3,2022_Jail_Pond_LTC4,2022_Jail_Pond_LTC5,2022_Jail_Pond_LTC6,2022_Jail_Pond_LTC7,2022_Jail_Pond_LTC8,2022_Jail_Pond_LTC9
# Population Keg_Springs	2022_Keg_Springs_LTC1,2022_Keg_Springs_LTC2,2022_Keg_Springs_LTC3,2022_Keg_Springs_LTC4,2022_Keg_Springs_LTC5,2022_Keg_Springs_LTC6,2022_Keg_Springs_LTC7,2022_Keg_Springs_LTC8
# Population Leland_Harris	2022_Leland_Harris_LTC1,2022_Leland_Harris_LTC10,2022_Leland_Harris_LTC11,2022_Leland_Harris_LTC12,2022_Leland_Harris_LTC13,2022_Leland_Harris_LTC14,2022_Leland_Harris_LTC15,2022_Leland_Harris_LTC2,2022_Leland_Harris_LTC3,2022_Leland_Harris_LTC4,2022_Leland_Harris_LTC5,2022_Leland_Harris_LTC6,2022_Leland_Harris_LTC7,2022_Leland_Harris_LTC8,2022_Leland_Harris_LTC9
# Population Lower_Rocky	2022_Lower_Rocky_LTC1,2022_Lower_Rocky_LTC2,2022_Lower_Rocky_LTC3,2022_Lower_Rocky_LTC4,2022_Lower_Rocky_LTC_10,2022_Lower_Rocky_LTC_11,2022_Lower_Rocky_LTC_12,2022_Lower_Rocky_LTC_13,2022_Lower_Rocky_LTC_14,2022_Lower_Rocky_LTC_5,2022_Lower_Rocky_LTC_6,2022_Lower_Rocky_LTC_7,2022_Lower_Rocky_LTC_8,2022_Lower_Rocky_LTC_9
# Population Mills_Valley	2022_Mills_Valley_LTC1,2022_Mills_Valley_LTC2,2022_Mills_Valley_LTC3,2022_Mills_Valley_LTC4,2022_Mills_Valley_LTC5,2022_Mills_Valley_LTC6,2022_Mills_Valley_LTC7,2022_Mills_Valley_LTC8
# Population Red_Knolls	2022_Red_Knolls_LTC1,2022_Red_Knolls_LTC10,2022_Red_Knolls_LTC12,2022_Red_Knolls_LTC15,2022_Red_Knolls_LTC2,2022_Red_Knolls_LTC3,2022_Red_Knolls_LTC4,2022_Red_Knolls_LTC5,2022_Red_Knolls_LTC6,2022_Red_Knolls_LTC7,2022_Red_Knolls_LTC8,2022_Red_Knolls_LTC9
# Population Rosebud_Top_P	2022_Rosebud_Top_P_LTC1,2022_Rosebud_Top_P_LTC10,2022_Rosebud_Top_P_LTC11,2022_Rosebud_Top_P_LTC12,2022_Rosebud_Top_P_LTC13,2022_Rosebud_Top_P_LTC14,2022_Rosebud_Top_P_LTC2,2022_Rosebud_Top_P_LTC3,2022_Rosebud_Top_P_LTC4,2022_Rosebud_Top_P_LTC5,2022_Rosebud_Top_P_LTC6,2022_Rosebud_Top_P_LTC7,2022_Rosebud_Top_P_LTC8,2022_Rosebud_Top_P_LTC9
# Population Tooele_Army	2022_Tooele_Army_LTC1,2022_Tooele_Army_LTC2,2022_Tooele_Army_LTC3,2022_Tooele_Army_LTC4,2022_Tooele_Army_LTC5,2022_Tooele_Army_LTC6,2022_Tooele_Army_LTC7,2022_Tooele_Army_LTC_10,2022_Tooele_Army_LTC_8,2022_Tooele_Army_LTC_9
# Population Willow_Pond	2022_Willow_Pond_LTC1,2022_Willow_Pond_LTC10,2022_Willow_Pond_LTC11,2022_Willow_Pond_LTC12,2022_Willow_Pond_LTC14,2022_Willow_Pond_LTC2,2022_Willow_Pond_LTC3,2022_Willow_Pond_LTC4,2022_Willow_Pond_LTC5,2022_Willow_Pond_LTC6,2022_Willow_Pond_LTC7,2022_Willow_Pond_LTC8,2022_Willow_Pond_LTC9
# Group defaultgrp	Mona,Big_Springs,Bishop,Clear_Lake,Cluster,Copilot,Gandy,Jail_Pond,Keg_Springs,Leland_Harris,Lower_Rocky,Mills_Valley,Red_Knolls,Rosebud_Top_P,Tooele_Army,Willow_Pond
# Locus ID	Chr	BP	phi_st	Smoothed Phi_st	Fst'	Smoothed Fst'	D_est	Smoothed D_est
4	un	1	0.03645	-1.00000	0.00057	-1.00000	0.00092	-1.00000
5	un	813	0.05212	-1.00000	0.00113	-1.00000	0.00873	-1.00000
16	un	1664	0.31781	-1.00000	0.10622	-1.00000	0.10404	-1.00000
27	un	2478	0.01740	-1.00000	0.00021	-1.00000	-nan	-1.00000
28	un	3323	0.01930	-1.00000	0.00041	-1.00000	-nan	-1.00000
33	un	4937	0.03134	-1.00000	0.00114	-1.00000	-nan	-1.00000
34	un	5711	0.25072	-1.00000	0.04865	-1.00000	-nan	-1.00000
37	un	6498	0.12735	-1.00000	0.01365	-1.00000	0.01576	-1.00000
40	un	7287	0.09985	-1.00000	0.00936	-1.00000	-nan	-1.00000
41	un	8044	0.31872	-1.00000	0.12676	-1.00000	-nan	-1.00000
42	un	8873	0.25325	-1.00000	0.17622	-1.00000	-nan	-1.00000
43	un	9693	0.03142	-1.00000	0.00224	-1.00000	0.13260	-1.00000
44	un	10478	0.17391	-1.00000	0.04376	-1.00000	0.14330	-1.00000
46	un	11248	0.11328	-1.00000	0.00231	-1.00000	0.00310	-1.00000
48	un	12896	-0.01005	-1.00000	-0.00015	-1.00000	-0.00006	-1.00000
51	un	13748	0.05372	-1.00000	0.00086	-1.00000	0.00270	-1.00000
52	un	14502	0.63216	-1.00000	0.57138	-1.00000	-nan	-1.00000
55	un	15343	0.01269	-1.00000	0.00021	-1.00000	-nan	-1.00000
56	un	16193	0.04364	-1.00000	0.00106	-1.00000	-nan	-1.00000
58	un	16975	0.06849	-1.00000	0.00106	-1.00000	0.00100	-1.00000
63	un	17729	0.18506	-1.00000	0.01178	-1.00000	0.01160	-1.00000
64	un	18619	0.11964	-1.00000	0.00369	-1.00000	0.00454	-1.00000
66	un	19469	0.03682	-1.00000	0.00075	-1.00000	0.00089	-1.00000
74	un	20240	-0.00136	-1.00000	-0.00001	-1.00000	0.38286	-1.00000
75	un	21025	0.12454	-1.00000	0.00323	-1.00000	0.00772	-1.00000
77	un	22523	0.07186	-1.00000	0.00116	-1.00000	-nan	-1.00000
79	un	23289	0.01317	-1.00000	0.00020	-1.00000	0.00025	-1.00000
82	un	23963	0.06321	-1.00000	0.00212	-1.00000	0.43274	-1.00000
84	un	24812	0.02921	-1.00000	0.00077	-1.00000	0.47485	-1.00000
86	un	25574	-0.02619	-1.00000	-0.00139	-1.00000	0.44609	-1.00000
88	un	27181	0.04600	-1.00000	0.00103	-1.00000	-nan	-1.00000
89	un	27961	0.67000	-1.00000	0.17540	-1.00000	-nan	-1.00000
91	un	28739	0.06594	-1.00000	0.00274	-1.00000	0.00564	-1.00000
93	un	29518	0.05940	-1.00000	0.00684	-1.00000	-nan	-1.00000
98	un	30244	-0.00026	-1.00000	-0.00000	-1.00000	0.12739	-1.00000
99	un	31053	0.33661	-1.00000	0.11188	-1.00000	0.23353	-1.00000
102	un	31823	0.32427	-1.00000	0.04483	-1.00000	0.04457	-1.00000
104	un	32672	0.47539	-1.00000	0.32531	-1.00000	0.58837	-1.00000
105	un	33479	0.08593	-1.00000	0.00226	-1.00000	-nan	-1.00000
106	un	34218	0.52284	-1.00000	0.21271	-1.00000	0.51752	-1.00000
113	un	34970	0.00101	-1.00000	0.00001	-1.00000	0.50332	-1.00000
115	un	35799	0.14933	-1.00000	0.00781	-1.00000	0.00954	-1.00000
122	un	37461	-0.00331	-1.00000	-0.00003	-1.00000	0.49075	-1.00000
125	un	39104	0.09514	-1.00000	0.00382	-1.00000	0.13861	-1.00000
130	un	39806	-0.00047	-1.00000	-0.00001	-1.00000	-nan	-1.00000
131	un	40626	0.24350	-1.00000	0.06671	-1.00000	-nan	-1.00000
136	un	41375	0.41871	-1.00000	0.14363	-1.00000	-nan	-1.00000
140	un	42160	0.06126	-1.00000	0.00094	-1.00000	0.00087	-1.00000
144	un	43730	0.02039	-1.00000	0.01808	-1.00000	-nan	-1.00000
148	un	44318	0.09601	-1.00000	0.00208	-1.00000	-nan	-1.00000
152	un	45127	0.04138	-1.00000	0.03923	-1.00000	0.13773	-1.00000
153	un	45912	-0.01062	-1.00000	-0.00028	-1.00000	-nan	-1.00000
154	un	46703	-0.02540	-1.00000	-0.00205	-1.00000	-nan	-1.00000
157	un	47487	0.15222	-1.00000	0.00543	-1.00000	-nan	-1.00000
159	un	48273	0.04103	-1.00000	0.00152	-1.00000	-nan	-1.00000
160	un	49095	0.04401	-1.00000	0.00215	-1.00000	-nan	-1.00000
162	un	49842	0.12239	-1.00000	0.10316	-1.00000	-nan	-1.00000
165	un	50688	0.11357	-1.00000	0.01160	-1.00000	0.01867	-1.00000
166	un	51479	-0.02822	-1.00000	-0.00222	-1.00000	-nan	-1.00000
170	un	52187	0.60081	-1.00000	0.36260	-1.00000	-nan	-1.00000
171	un	52972	0.05609	-1.00000	0.00146	-1.00000	0.00140	-1.00000
172	un	53457	0.03032	-1.00000	0.00062	-1.00000	0.00188	-1.00000
173	un	54113	0.31385	-1.00000	0.15294	-1.00000	0.42392	-1.00000
177	un	54921	0.43274	-1.00000	0.06270	-1.00000	0.49896	-1.00000
179	un	55727	0.19025	-1.00000	0.14554	-1.00000	-nan	-1.00000
185	un	56573	0.20534	-1.00000	0.03165	-1.00000	-nan	-1.00000
187	un	57395	-0.00052	-1.00000	-0.00001	-1.00000	0.45608	-1.00000
189	un	58210	-0.00503	-1.00000	-0.00011	-1.00000	-nan	-1.00000
192	un	59771	0.01411	-1.00000	0.00022	-1.00000	0.00024	-1.00000
202	un	61395	0.08705	-1.00000	0.00139	-1.00000	0.00199	-1.00000
203	un	62205	0.28886	-1.00000	0.23252	-1.00000	0.55380	-1.00000
204	un	63086	0.04478	-1.00000	0.00053	-1.00000	0.23513	-1.00000
205	un	63918	0.00371	-1.00000	0.00007	-1.00000	-nan	-1.00000
217	un	65474	-0.00271	-1.00000	-0.00007	-1.00000	0.46430	-1.00000
223	un	67117	-0.00571	-1.00000	-0.00012	-1.00000	-nan	-1.00000
225	un	67865	0.08588	-1.00000	0.02479	-1.00000	0.50669	-1.00000
227	un	68529	0.17509	-1.00000	0.12752	-1.00000	0.52903	-1.00000
228	un	69364	0.03375	-1.00000	0.00053	-1.00000	0.00637	-1.00000
233	un	69859	0.00387	-1.00000	0.00006	-1.00000	0.39323	-1.00000
235	un	70691	0.06512	-1.00000	0.00272	-1.00000	0.00366	-1.00000
239	un	72275	0.07927	-1.00000	0.00206	-1.00000	0.00270	-1.00000
240	un	73037	0.10932	-1.00000	0.01008	-1.00000	-nan	-1.00000
243	un	73800	0.03405	-1.00000	0.00062	-1.00000	0.12693	-1.00000
244	un	74658	0.18429	-1.00000	0.04728	-1.00000	-nan	-1.00000
246	un	76140	0.02417	-1.00000	0.00037	-1.00000	0.00041	-1.00000
247	un	76988	0.08624	-1.00000	0.00617	-1.00000	-nan	-1.00000
