# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Fisher's P	Odds Ratio	CI Low	CI High	LOD	AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value
16	Big_Springs	Red_Knolls	un	1721	57	0.091583710	5.27273	0.55003	50.54564	0.72204	0.07143	-1.00000	-1.00000
28	Big_Springs	Red_Knolls	un	3389	66	0.400000000	3.10000	0.26341	36.48290	0.49136	0.03061	-1.00000	-1.00000
37	Big_Springs	Red_Knolls	un	6631	133	0.497584541	0.39683	0.03836	4.10470	0.40140	0.03497	-1.00000	-1.00000
40	Big_Springs	Red_Knolls	un	7331	44	0.423076923	2.81818	0.24031	33.04895	0.44997	0.02674	-1.00000	-1.00000
41	Big_Springs	Red_Knolls	un	8101	57	1.000000000	0.73684	0.06231	8.71284	0.13263	0.00118	-1.00000	-1.00000
43	Big_Springs	Red_Knolls	un	9701	8	0.502262443	0.42029	0.04096	4.31298	0.37645	0.02933	-1.00000	-1.00000
82	Big_Springs	Red_Knolls	un	24467	504	0.078571429	5.80000	0.60270	55.81520	0.76343	0.08124	-1.00000	-1.00000
88	Big_Springs	Red_Knolls	un	27206	25	0.245283019	0.28000	0.02931	2.67453	0.55284	0.04706	-1.00000	-1.00000
89	Big_Springs	Red_Knolls	un	28067	106	0.000000002	96.60000	10.41763	895.74646	1.98498	0.70513	-1.00000	-1.00000
99	Big_Springs	Red_Knolls	un	31104	51	0.000004496	37.20000	4.28591	322.88120	1.57054	0.42308	-1.00000	-1.00000
104	Big_Springs	Red_Knolls	un	32774	102	0.007317488	11.62500	1.28636	105.05626	1.06539	0.16667	-1.00000	-1.00000
106	Big_Springs	Red_Knolls	un	34240	22	0.069683258	6.20000	0.64549	59.55198	0.79239	0.08349	-1.00000	-1.00000
115	Big_Springs	Red_Knolls	un	35910	111	0.011437374	0.11000	0.01273	0.95040	0.95861	0.13333	-1.00000	-1.00000
125	Big_Springs	Red_Knolls	un	39342	238	0.444444444	2.58333	0.22094	30.20541	0.41218	0.02358	-1.00000	-1.00000
131	Big_Springs	Red_Knolls	un	40692	66	0.140842092	2.61905	0.77799	8.81686	0.41814	0.04778	-1.00000	-1.00000
136	Big_Springs	Red_Knolls	un	41446	71	0.012428968	9.66667	1.07408	86.99925	0.98528	0.14141	-1.00000	-1.00000
157	Big_Springs	Red_Knolls	un	47608	121	0.027020039	8.15790	0.88450	75.24162	0.91158	0.11364	-1.00000	-1.00000
162	Big_Springs	Red_Knolls	un	49855	13	0.000837669	10.00000	2.55985	39.06472	1.00000	0.26703	-1.00000	-1.00000
165	Big_Springs	Red_Knolls	un	50702	14	0.004695388	11.94118	1.35095	105.54920	1.07705	0.17355	-1.00000	-1.00000
171	Big_Springs	Red_Knolls	un	53030	58	0.174208145	4.42857	0.43087	45.51747	0.64626	0.05455	-1.00000	-1.00000
217	Big_Springs	Red_Knolls	un	65971	497	0.416666667	2.90000	0.24599	34.18835	0.46240	0.02979	-1.00000	-1.00000
225	Big_Springs	Red_Knolls	un	67891	26	0.183574879	4.26316	0.41145	44.17183	0.62973	0.05909	-1.00000	-1.00000
235	Big_Springs	Red_Knolls	un	70780	89	0.423076923	2.81818	0.24031	33.04895	0.44997	0.02674	-1.00000	-1.00000
239	Big_Springs	Red_Knolls	un	72367	92	1.000000000	0.56000	0.04783	6.55691	0.25181	0.01681	-1.00000	-1.00000
261	Big_Springs	Red_Knolls	un	84121	34	0.245283019	0.28000	0.02931	2.67453	0.55284	0.04706	-1.00000	-1.00000
267	Big_Springs	Red_Knolls	un	86713	63	0.000020686	26.53846	3.13655	224.54295	1.42388	0.34842	-1.00000	-1.00000
268	Big_Springs	Red_Knolls	un	87954	583	0.434782609	2.70000	0.22857	31.89387	0.43136	0.02889	-1.00000	-1.00000
292	Big_Springs	Red_Knolls	un	98157	31	0.091583710	5.27273	0.55003	50.54564	0.72204	0.07143	-1.00000	-1.00000
300	Big_Springs	Red_Knolls	un	101561	196	0.174208145	4.42857	0.43087	45.51747	0.64626	0.05455	-1.00000	-1.00000
308	Big_Springs	Red_Knolls	un	103041	99	0.536964705	1.66667	0.49525	5.60881	0.22185	0.01429	-1.00000	-1.00000
311	Big_Springs	Red_Knolls	un	103926	119	0.000001001	36.53846	4.38726	304.30365	1.56275	0.40000	-1.00000	-1.00000
316	Big_Springs	Red_Knolls	un	104829	211	0.416666667	2.90000	0.24599	34.18835	0.46240	0.02979	-1.00000	-1.00000
318	Big_Springs	Red_Knolls	un	106183	31	0.416666667	2.90000	0.24599	34.18835	0.46240	0.02979	-1.00000	-1.00000
332	Big_Springs	Red_Knolls	un	112079	14	0.000000126	53.66667	6.25728	460.28198	1.72970	0.52381	-1.00000	-1.00000
339	Big_Springs	Red_Knolls	un	115463	139	0.058501001	0.17333	0.01946	1.54424	0.76112	0.08163	-1.00000	-1.00000
341	Big_Springs	Red_Knolls	un	116257	158	0.239361702	0.26087	0.02709	2.51184	0.58358	0.05641	-1.00000	-1.00000
342	Big_Springs	Red_Knolls	un	117040	109	0.025116561	0.13143	0.01500	1.15167	0.88131	0.11180	-1.00000	-1.00000
356	Big_Springs	Red_Knolls	un	122270	192	0.510204082	0.46032	0.04470	4.73989	0.33694	0.02778	-1.00000	-1.00000
359	Big_Springs	Red_Knolls	un	122982	38	0.027020039	8.15790	0.88450	75.24162	0.91158	0.11364	-1.00000	-1.00000
363	Big_Springs	Red_Knolls	un	123858	44	0.027020039	8.15790	0.88450	75.24162	0.91158	0.11364	-1.00000	-1.00000
376	Big_Springs	Red_Knolls	un	125425	47	1.000000000	0.56000	0.04783	6.55691	0.25181	0.01681	-1.00000	-1.00000
395	Big_Springs	Red_Knolls	un	132816	156	0.024899784	8.52941	0.91809	79.24176	0.93092	0.12727	-1.00000	-1.00000
401	Big_Springs	Red_Knolls	un	135621	503	0.400000000	3.10000	0.26341	36.48290	0.49136	0.03061	-1.00000	-1.00000
429	Big_Springs	Red_Knolls	un	147303	122	0.760319871	1.40741	0.42579	4.65206	0.14842	0.00656	-1.00000	-1.00000
432	Big_Springs	Red_Knolls	un	148294	300	0.174208145	4.42857	0.43087	45.51747	0.64626	0.05455	-1.00000	-1.00000
434	Big_Springs	Red_Knolls	un	148917	37	0.000011679	31.00000	3.62508	265.09744	1.49136	0.36585	-1.00000	-1.00000
450	Big_Springs	Red_Knolls	un	155966	67	0.002955305	0.08696	0.01022	0.73999	1.06070	0.17247	-1.00000	-1.00000
459	Big_Springs	Red_Knolls	un	158454	104	0.010132515	10.33333	1.15039	92.81842	1.01424	0.14507	-1.00000	-1.00000
461	Big_Springs	Red_Knolls	un	159023	12	1.000000000	1.11111	0.26124	4.72586	0.04576	0.00039	-1.00000	-1.00000
468	Big_Springs	Red_Knolls	un	160555	32	0.000000019	98.60000	10.61309	916.03473	1.99388	0.58958	-1.00000	-1.00000
477	Big_Springs	Red_Knolls	un	163946	86	0.000001413	39.00000	6.71856	226.38765	1.59106	0.48929	-1.00000	-1.00000
483	Big_Springs	Red_Knolls	un	166438	96	0.192872117	4.04348	0.39475	41.41771	0.60676	0.04808	-1.00000	-1.00000
489	Big_Springs	Red_Knolls	un	169622	26	0.028201740	0.14286	0.01635	1.24796	0.84510	0.10000	-1.00000	-1.00000
501	Big_Springs	Red_Knolls	un	173560	111	0.016354234	8.70000	0.97139	77.91955	0.93952	0.12411	-1.00000	-1.00000
504	Big_Springs	Red_Knolls	un	174383	134	0.000000181	51.66667	5.98216	446.23459	1.71321	0.50239	-1.00000	-1.00000
510	Big_Springs	Red_Knolls	un	177655	100	0.066450817	0.19048	0.02118	1.71314	0.72016	0.08306	-1.00000	-1.00000
516	Big_Springs	Red_Knolls	un	179281	102	0.005211412	11.42105	1.30174	100.20435	1.05771	0.15625	-1.00000	-1.00000
525	Big_Springs	Red_Knolls	un	181652	52	0.003664952	12.76471	1.44695	112.60732	1.10601	0.17787	-1.00000	-1.00000
535	Big_Springs	Red_Knolls	un	184614	424	0.440000000	2.63636	0.22442	30.97045	0.42101	0.02597	-1.00000	-1.00000
552	Big_Springs	Red_Knolls	un	193478	332	0.497142857	0.39130	0.03805	4.02400	0.40749	0.03274	-1.00000	-1.00000
556	Big_Springs	Red_Knolls	un	195687	80	0.128248222	0.23478	0.02555	2.15726	0.62933	0.06111	-1.00000	-1.00000
562	Big_Springs	Red_Knolls	un	197361	99	0.773682372	0.80769	0.24972	2.61235	0.09275	0.00255	-1.00000	-1.00000
581	Big_Springs	Red_Knolls	un	204260	23	1.000000000	1.03030	0.31887	3.32906	0.01296	0.00005	-1.00000	-1.00000
586	Big_Springs	Red_Knolls	un	206302	13	0.444444444	2.58333	0.22094	30.20541	0.41218	0.02358	-1.00000	-1.00000
615	Big_Springs	Red_Knolls	un	215338	133	0.000000000	775.00000	46.12598	13021.40234	2.88930	1.00000	-1.00000	-1.00000
616	Big_Springs	Red_Knolls	un	216074	22	0.564817556	0.61026	0.19290	1.93057	0.21449	0.01367	-1.00000	-1.00000
623	Big_Springs	Red_Knolls	un	219294	125	0.130126426	0.23810	0.02575	2.20118	0.62325	0.06494	-1.00000	-1.00000
635	Big_Springs	Red_Knolls	un	223253	70	0.069075308	0.17007	0.01934	1.49572	0.76938	0.09091	-1.00000	-1.00000
641	Big_Springs	Red_Knolls	un	227165	53	0.006332160	0.10222	0.01200	0.87077	0.99045	0.13913	-1.00000	-1.00000
646	Big_Springs	Red_Knolls	un	229354	122	0.081599742	5.63636	0.58908	53.92945	0.75100	0.07353	-1.00000	-1.00000
652	Big_Springs	Red_Knolls	un	230545	492	0.478260870	2.27273	0.19264	26.81366	0.35655	0.02424	-1.00000	-1.00000
654	Big_Springs	Red_Knolls	un	231779	72	0.028403595	0.14286	0.01625	1.25567	0.84510	0.10714	-1.00000	-1.00000
656	Big_Springs	Red_Knolls	un	232755	227	0.054169360	0.16000	0.01791	1.42947	0.79588	0.09119	-1.00000	-1.00000
661	Big_Springs	Red_Knolls	un	234092	19	1.000000000	0.60000	0.05134	7.01221	0.22185	0.01509	-1.00000	-1.00000
666	Big_Springs	Red_Knolls	un	236529	6	0.065911193	6.44444	0.66652	62.30956	0.80919	0.09333	-1.00000	-1.00000
675	Big_Springs	Red_Knolls	un	239747	24	0.000000000	139.50000	14.45517	1346.24817	2.14457	0.77273	-1.00000	-1.00000
688	Big_Springs	Red_Knolls	un	243911	93	0.103265306	4.90909	0.51099	47.16195	0.69100	0.06915	-1.00000	-1.00000
698	Big_Springs	Red_Knolls	un	250695	508	0.416666667	2.90000	0.24599	34.18835	0.46240	0.02979	-1.00000	-1.00000
699	Big_Springs	Red_Knolls	un	251124	112	0.000080776	27.46154	3.25648	231.58005	1.43872	0.29297	-1.00000	-1.00000
705	Big_Springs	Red_Knolls	un	253441	143	0.444444444	2.58333	0.22094	30.20541	0.41218	0.02358	-1.00000	-1.00000
719	Big_Springs	Red_Knolls	un	255027	108	0.000000001	105.40000	11.36681	977.33331	2.02284	0.70588	-1.00000	-1.00000
745	Big_Springs	Red_Knolls	un	266306	95	0.003158535	13.53333	1.52055	120.45095	1.13140	0.20000	-1.00000	-1.00000
747	Big_Springs	Red_Knolls	un	267845	42	0.155102041	4.89474	0.47427	50.51691	0.68973	0.06250	-1.00000	-1.00000
753	Big_Springs	Red_Knolls	un	269466	52	0.168439716	4.57895	0.44286	47.34432	0.66077	0.06087	-1.00000	-1.00000
756	Big_Springs	Red_Knolls	un	271133	124	0.190296010	0.35714	0.08282	1.54003	0.44716	0.03849	-1.00000	-1.00000
