# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	Column	Fisher's P	Odds Ratio	CI Low	CI High	LOD	AMOVA Fst	Smoothed AMOVA Fst	Smoothed AMOVA Fst P-value
5	Bishop	Clear_Lake	un	1023	210	0.480000000	2.25000	0.19172	26.40626	0.35218	0.02211	-1.00000	-1.00000
16	Bishop	Clear_Lake	un	1721	57	0.164164525	0.31677	0.07134	1.40659	0.49926	0.04848	-1.00000	-1.00000
28	Bishop	Clear_Lake	un	3389	66	0.192872117	0.24731	0.02414	2.53324	0.60676	0.04808	-1.00000	-1.00000
41	Bishop	Clear_Lake	un	8101	57	0.000033433	20.77778	3.95944	109.03462	1.31760	0.34483	-1.00000	-1.00000
43	Bishop	Clear_Lake	un	9701	8	0.104821803	0.20690	0.02165	1.97698	0.68425	0.06335	-1.00000	-1.00000
75	Bishop	Clear_Lake	un	21034	9	0.192872117	0.24731	0.02414	2.53324	0.60676	0.04808	-1.00000	-1.00000
98	Bishop	Clear_Lake	un	30550	306	0.444444444	0.38710	0.03311	4.52610	0.41218	0.02358	-1.00000	-1.00000
99	Bishop	Clear_Lake	un	31104	51	0.007364995	0.16667	0.04422	0.62824	0.77815	0.14881	-1.00000	-1.00000
102	Bishop	Clear_Lake	un	31854	31	0.500000000	0.48276	0.04141	5.62819	0.31627	0.01818	-1.00000	-1.00000
105	Bishop	Clear_Lake	un	33500	21	0.103265306	4.90909	0.51099	47.16195	0.69100	0.06915	-1.00000	-1.00000
106	Bishop	Clear_Lake	un	34240	22	0.000012938	29.16667	3.42344	248.49127	1.46489	0.37143	-1.00000	-1.00000
113	Bishop	Clear_Lake	un	35118	148	0.480000000	2.25000	0.19172	26.40626	0.35218	0.02211	-1.00000	-1.00000
130	Bishop	Clear_Lake	un	40084	278	0.500000000	0.48148	0.04113	5.63661	0.31742	0.01961	-1.00000	-1.00000
153	Bishop	Clear_Lake	un	45973	61	1.000000000	1.17391	0.06948	19.83494	0.06964	0.00024	-1.00000	-1.00000
160	Bishop	Clear_Lake	un	49159	64	1.000000000	1.92857	0.16509	22.52900	0.28524	0.01752	-1.00000	-1.00000
162	Bishop	Clear_Lake	un	49855	13	0.777567761	0.83951	0.26308	2.67894	0.07598	0.00168	-1.00000	-1.00000
165	Bishop	Clear_Lake	un	50702	14	1.000000000	0.77778	0.14224	4.25286	0.10914	0.00156	-1.00000	-1.00000
171	Bishop	Clear_Lake	un	53030	58	0.118181818	0.22414	0.02352	2.13589	0.64948	0.05660	-1.00000	-1.00000
172	Bishop	Clear_Lake	un	53514	57	0.493506494	2.79310	0.27363	28.51051	0.44609	0.03210	-1.00000	-1.00000
192	Bishop	Clear_Lake	un	59838	67	0.491833031	3.00000	0.29452	30.55776	0.47712	0.03333	-1.00000	-1.00000
202	Bishop	Clear_Lake	un	61415	20	0.081599742	0.17742	0.01854	1.69757	0.75100	0.07353	-1.00000	-1.00000
235	Bishop	Clear_Lake	un	70780	89	0.093795094	0.19355	0.02029	1.84594	0.71321	0.06531	-1.00000	-1.00000
246	Bishop	Clear_Lake	un	76156	16	1.000000000	1.93333	0.16614	22.49763	0.28631	0.01637	-1.00000	-1.00000
254	Bishop	Clear_Lake	un	81799	136	0.491833031	3.00000	0.29452	30.55776	0.47712	0.03333	-1.00000	-1.00000
273	Bishop	Clear_Lake	un	90069	154	1.000000000	1.93333	0.16614	22.49763	0.28631	0.01637	-1.00000	-1.00000
283	Bishop	Clear_Lake	un	94055	80	0.431086671	0.46154	0.07738	2.75273	0.33579	0.01333	-1.00000	-1.00000
286	Bishop	Clear_Lake	un	94930	105	0.000000034	58.33333	6.82258	498.75238	1.76592	0.53571	-1.00000	-1.00000
291	Bishop	Clear_Lake	un	97374	44	0.010968168	9.21053	1.04264	81.36432	0.96428	0.14286	-1.00000	-1.00000
