# Population Leland_Harris	2022_Leland_Harris_LTC1,2022_Leland_Harris_LTC10,2022_Leland_Harris_LTC11,2022_Leland_Harris_LTC12,2022_Leland_Harris_LTC13,2022_Leland_Harris_LTC14,2022_Leland_Harris_LTC15,2022_Leland_Harris_LTC2,2022_Leland_Harris_LTC3,2022_Leland_Harris_LTC4,2022_Leland_Harris_LTC5,2022_Leland_Harris_LTC6,2022_Leland_Harris_LTC7,2022_Leland_Harris_LTC8,2022_Leland_Harris_LTC9
# Population Lower_Rocky	2022_Lower_Rocky_LTC1,2022_Lower_Rocky_LTC2,2022_Lower_Rocky_LTC3,2022_Lower_Rocky_LTC4,2022_Lower_Rocky_LTC_10,2022_Lower_Rocky_LTC_11,2022_Lower_Rocky_LTC_12,2022_Lower_Rocky_LTC_13,2022_Lower_Rocky_LTC_14,2022_Lower_Rocky_LTC_5,2022_Lower_Rocky_LTC_6,2022_Lower_Rocky_LTC_7,2022_Lower_Rocky_LTC_8,2022_Lower_Rocky_LTC_9
# Group defaultgrp	Leland_Harris,Lower_Rocky
# Locus ID	Chr	BP	phi_st	Smoothed Phi_st	Fst'	Smoothed Fst'	D_est	Smoothed D_est
5	un	813	0.00845	-1.00000	0.00138	-1.00000	-0.00413	-1.00000
16	un	1664	0.04494	-1.00000	0.04262	-1.00000	0.07893	-1.00000
42	un	5793	-0.04000	-1.00000	-0.03421	-1.00000	-0.02997	-1.00000
46	un	8168	0.08807	-1.00000	0.02490	-1.00000	0.02529	-1.00000
58	un	12272	-0.01226	-1.00000	-0.00544	-1.00000	-0.01169	-1.00000
63	un	13026	-0.01411	-1.00000	-0.00767	-1.00000	-0.00790	-1.00000
66	un	14766	0.01459	-1.00000	0.00535	-1.00000	0.00508	-1.00000
99	un	24800	0.14632	-1.00000	0.04868	-1.00000	0.04747	-1.00000
102	un	25570	-0.02339	-1.00000	-0.02314	-1.00000	0.00065	-1.00000
104	un	26419	-0.02201	-1.00000	-0.01948	-1.00000	-0.01937	-1.00000
106	un	27226	0.01411	-1.00000	0.00223	-1.00000	0.00179	-1.00000
140	un	33512	0.06470	-1.00000	0.00736	-1.00000	0.00760	-1.00000
170	un	39752	-0.02894	-1.00000	-0.00568	-1.00000	-0.00553	-1.00000
172	un	41022	-0.02837	-1.00000	-0.01810	-1.00000	-0.01821	-1.00000
225	un	54584	-0.03591	-1.00000	-0.02209	-1.00000	-0.02078	-1.00000
227	un	55248	-0.02055	-1.00000	-0.00226	-1.00000	-0.00236	-1.00000
261	un	67752	-0.02894	-1.00000	-0.00568	-1.00000	-0.00040	-1.00000
288	un	74371	-0.02769	-1.00000	-0.02848	-1.00000	-0.02500	-1.00000
292	un	76038	0.09834	-1.00000	0.01534	-1.00000	0.01567	-1.00000
308	un	80109	-0.00341	-1.00000	-0.00281	-1.00000	-0.00259	-1.00000
317	un	82540	-0.02174	-1.00000	-0.01099	-1.00000	-0.01934	-1.00000
323	un	85371	0.08000	-1.00000	0.01033	-1.00000	0.00429	-1.00000
339	un	91651	0.00210	-1.00000	0.00033	-1.00000	-0.00217	-1.00000
359	un	98428	-0.02730	-1.00000	-0.02265	-1.00000	-0.03095	-1.00000
363	un	99298	-0.00397	-1.00000	-0.00070	-1.00000	-0.00056	-1.00000
422	un	111383	0.00554	-1.00000	0.00385	-1.00000	0.03862	-1.00000
427	un	114666	0.12382	-1.00000	0.07712	-1.00000	0.06702	-1.00000
429	un	115501	-0.03119	-1.00000	-0.00664	-1.00000	-0.01289	-1.00000
434	un	117200	0.02672	-1.00000	0.00556	-1.00000	-0.00052	-1.00000
461	un	125780	-0.01273	-1.00000	-0.01237	-1.00000	-0.01145	-1.00000
477	un	129087	0.00640	-1.00000	0.00604	-1.00000	0.00604	-1.00000
479	un	129926	-0.03300	-1.00000	-0.01458	-1.00000	-0.00739	-1.00000
480	un	130719	0.23006	-1.00000	0.06951	-1.00000	0.06897	-1.00000
499	un	137130	-0.02584	-1.00000	-0.02553	-1.00000	-0.01172	-1.00000
501	un	137930	-0.02782	-1.00000	-0.00329	-1.00000	0.00862	-1.00000
504	un	138730	0.11672	-1.00000	0.01853	-1.00000	0.01818	-1.00000
506	un	140375	-0.01101	-1.00000	-0.01140	-1.00000	0.01522	-1.00000
507	un	141203	-0.00901	-1.00000	-0.00733	-1.00000	-0.00646	-1.00000
514	un	142829	0.00112	-1.00000	0.00111	-1.00000	0.00102	-1.00000
519	un	144443	0.06173	-1.00000	0.05435	-1.00000	0.04992	-1.00000
532	un	147743	0.06286	-1.00000	0.02320	-1.00000	0.02357	-1.00000
537	un	149502	-0.02593	-1.00000	-0.02688	-1.00000	-0.02688	-1.00000
540	un	151156	0.00529	-1.00000	0.00526	-1.00000	0.00526	-1.00000
542	un	151986	-0.02330	-1.00000	-0.00301	-1.00000	-0.00186	-1.00000
554	un	156119	-0.02664	-1.00000	-0.00546	-1.00000	-0.01118	-1.00000
562	un	158621	0.02203	-1.00000	0.00979	-1.00000	0.00410	-1.00000
565	un	159398	-0.03268	-1.00000	-0.01497	-1.00000	-0.01414	-1.00000
615	un	172759	-0.02504	-1.00000	-0.00474	-1.00000	-0.00484	-1.00000
625	un	177521	0.02505	-1.00000	0.00481	-1.00000	0.00505	-1.00000
638	un	181663	-0.01029	-1.00000	-0.00269	-1.00000	-0.00090	-1.00000
675	un	193564	0.02609	-1.00000	0.00942	-1.00000	0.00371	-1.00000
719	un	206355	0.06470	-1.00000	0.00736	-1.00000	0.00760	-1.00000
724	un	208083	0.00210	-1.00000	0.00033	-1.00000	0.00033	-1.00000
727	un	209754	0.07407	-1.00000	0.00881	-1.00000	0.00881	-1.00000
734	un	211171	-0.02569	-1.00000	-0.00281	-1.00000	-0.00274	-1.00000
735	un	211964	-0.03704	-1.00000	-0.02273	-1.00000	-0.01942	-1.00000
743	un	212786	-0.02782	-1.00000	-0.00329	-1.00000	0.00179	-1.00000
770	un	221676	-0.02569	-1.00000	-0.00281	-1.00000	-0.00274	-1.00000
793	un	230223	0.27190	-1.00000	0.19132	-1.00000	0.17128	-1.00000
794	un	231030	-0.00397	-1.00000	-0.00070	-1.00000	0.00770	-1.00000
811	un	234840	-0.03731	-1.00000	-0.02747	-1.00000	-0.02214	-1.00000
837	un	243660	-0.00372	-1.00000	-0.00230	-1.00000	-0.01325	-1.00000
840	un	244455	0.04002	-1.00000	0.02206	-1.00000	0.01470	-1.00000
851	un	249956	-0.03493	-1.00000	-0.03618	-1.00000	-0.03621	-1.00000
879	un	258694	0.02360	-1.00000	0.00658	-1.00000	0.00631	-1.00000
886	un	260394	0.34825	-1.00000	0.25568	-1.00000	0.27329	-1.00000
890	un	261994	0.01656	-1.00000	0.00284	-1.00000	0.06579	-1.00000
