2022_Bishop_LTC1	Bishop
2022_Bishop_LTC10	Bishop
2022_Bishop_LTC11	Bishop
2022_Bishop_LTC12	Bishop
2022_Bishop_LTC13	Bishop
2022_Bishop_LTC15	Bishop
2022_Bishop_LTC2	Bishop
2022_Bishop_LTC3	Bishop
2022_Bishop_LTC4	Bishop
2022_Bishop_LTC5	Bishop
2022_Bishop_LTC6	Bishop
2022_Bishop_LTC7	Bishop
2022_Bishop_LTC8	Bishop
2022_Bishop_LTC9	Bishop
2022_Red_Knolls_LTC1	Red_Knolls
2022_Red_Knolls_LTC10	Red_Knolls
2022_Red_Knolls_LTC12	Red_Knolls
2022_Red_Knolls_LTC15	Red_Knolls
2022_Red_Knolls_LTC2	Red_Knolls
2022_Red_Knolls_LTC3	Red_Knolls
2022_Red_Knolls_LTC4	Red_Knolls
2022_Red_Knolls_LTC5	Red_Knolls
2022_Red_Knolls_LTC6	Red_Knolls
2022_Red_Knolls_LTC7	Red_Knolls
2022_Red_Knolls_LTC8	Red_Knolls
2022_Red_Knolls_LTC9	Red_Knolls
