# Population Bishop	2022_Bishop_LTC1,2022_Bishop_LTC10,2022_Bishop_LTC11,2022_Bishop_LTC12,2022_Bishop_LTC13,2022_Bishop_LTC15,2022_Bishop_LTC2,2022_Bishop_LTC3,2022_Bishop_LTC4,2022_Bishop_LTC5,2022_Bishop_LTC6,2022_Bishop_LTC7,2022_Bishop_LTC8,2022_Bishop_LTC9
# Population Red_Knolls	2022_Red_Knolls_LTC1,2022_Red_Knolls_LTC10,2022_Red_Knolls_LTC12,2022_Red_Knolls_LTC15,2022_Red_Knolls_LTC2,2022_Red_Knolls_LTC3,2022_Red_Knolls_LTC4,2022_Red_Knolls_LTC5,2022_Red_Knolls_LTC6,2022_Red_Knolls_LTC7,2022_Red_Knolls_LTC8,2022_Red_Knolls_LTC9
# Group defaultgrp	Bishop,Red_Knolls
# Locus ID	Chr	BP	phi_st	Smoothed Phi_st	Fst'	Smoothed Fst'	D_est	Smoothed D_est
16	un	1664	0.04084	-1.00000	0.02095	-1.00000	0.06480	-1.00000
28	un	3323	-0.03891	-1.00000	-0.00571	-1.00000	-0.00999	-1.00000
41	un	5738	-0.03891	-1.00000	-0.00571	-1.00000	-0.02100	-1.00000
42	un	6567	0.07336	-1.00000	0.01118	-1.00000	-0.00629	-1.00000
43	un	7387	0.06840	-1.00000	0.00949	-1.00000	0.02205	-1.00000
58	un	14669	-0.04781	-1.00000	-0.02359	-1.00000	-0.04002	-1.00000
89	un	24847	-0.04277	-1.00000	-0.00817	-1.00000	-0.00847	-1.00000
99	un	27939	-0.04280	-1.00000	-0.04471	-1.00000	-0.06333	-1.00000
105	un	30365	-0.02033	-1.00000	-0.00303	-1.00000	-0.00498	-1.00000
106	un	31104	0.10260	-1.00000	0.01535	-1.00000	0.00808	-1.00000
131	un	36641	0.03783	-1.00000	0.03046	-1.00000	0.02488	-1.00000
136	un	37390	0.11345	-1.00000	0.03448	-1.00000	0.02802	-1.00000
157	un	42784	0.16794	-1.00000	0.03255	-1.00000	0.03077	-1.00000
162	un	44317	-0.02367	-1.00000	-0.01786	-1.00000	-0.02831	-1.00000
165	un	45163	0.02452	-1.00000	0.01177	-1.00000	-0.00491	-1.00000
171	un	46662	-0.04078	-1.00000	-0.00902	-1.00000	-0.00886	-1.00000
173	un	47803	0.07336	-1.00000	0.01118	-1.00000	0.02597	-1.00000
202	un	52632	0.08037	-1.00000	0.01178	-1.00000	0.00506	-1.00000
204	un	54323	0.10260	-1.00000	0.01535	-1.00000	-0.00063	-1.00000
235	un	60352	-0.01091	-1.00000	-0.00200	-1.00000	0.00696	-1.00000
261	un	71509	-0.03101	-1.00000	-0.03198	-1.00000	-0.04074	-1.00000
283	un	77330	0.08596	-1.00000	0.01609	-1.00000	0.01818	-1.00000
292	un	81481	-0.02321	-1.00000	-0.00498	-1.00000	-0.00531	-1.00000
300	un	83158	-0.02495	-1.00000	-0.00352	-1.00000	-0.01110	-1.00000
304	un	83980	0.06118	-1.00000	0.03012	-1.00000	0.04603	-1.00000
308	un	84735	-0.02680	-1.00000	-0.02331	-1.00000	-0.01581	-1.00000
311	un	85600	0.02684	-1.00000	0.02753	-1.00000	0.00550	-1.00000
332	un	93022	0.06840	-1.00000	0.00949	-1.00000	0.00172	-1.00000
359	un	103901	0.16794	-1.00000	0.03255	-1.00000	0.05046	-1.00000
427	un	121779	-0.03623	-1.00000	-0.01222	-1.00000	-0.01170	-1.00000
432	un	123427	-0.04246	-1.00000	-0.00773	-1.00000	-0.01487	-1.00000
434	un	124313	0.15706	-1.00000	0.13386	-1.00000	0.12539	-1.00000
459	un	132956	-0.04406	-1.00000	-0.02586	-1.00000	-0.03110	-1.00000
461	un	133617	-0.04321	-1.00000	-0.02026	-1.00000	-0.02492	-1.00000
468	un	135129	-0.03993	-1.00000	-0.02015	-1.00000	-0.02823	-1.00000
477	un	137599	0.04959	-1.00000	0.04456	-1.00000	0.03388	-1.00000
483	un	140081	-0.04145	-1.00000	-0.00721	-1.00000	-0.00723	-1.00000
487	un	141707	-0.04122	-1.00000	-0.04300	-1.00000	-0.05013	-1.00000
495	un	144915	-0.01750	-1.00000	-0.00476	-1.00000	-0.00453	-1.00000
499	un	146388	0.02900	-1.00000	0.02629	-1.00000	0.02463	-1.00000
501	un	147188	0.04020	-1.00000	0.01282	-1.00000	0.01201	-1.00000
504	un	147988	0.12363	-1.00000	0.07281	-1.00000	0.06550	-1.00000
505	un	148818	0.13035	-1.00000	0.02003	-1.00000	0.03496	-1.00000
