# Population Gandy	2022_Gandy_LTC1,2022_Gandy_LTC10,2022_Gandy_LTC11,2022_Gandy_LTC12,2022_Gandy_LTC13,2022_Gandy_LTC14,2022_Gandy_LTC15,2022_Gandy_LTC2,2022_Gandy_LTC3,2022_Gandy_LTC4,2022_Gandy_LTC5,2022_Gandy_LTC6,2022_Gandy_LTC7,2022_Gandy_LTC8,2022_Gandy_LTC9
# Population Keg_Springs	2022_Keg_Springs_LTC1,2022_Keg_Springs_LTC2,2022_Keg_Springs_LTC3,2022_Keg_Springs_LTC4,2022_Keg_Springs_LTC5,2022_Keg_Springs_LTC6,2022_Keg_Springs_LTC7,2022_Keg_Springs_LTC8
# Group defaultgrp	Gandy,Keg_Springs
# Locus ID	Chr	BP	phi_st	Smoothed Phi_st	Fst'	Smoothed Fst'	D_est	Smoothed D_est
4	un	1	0.03114	-1.00000	0.00515	-1.00000	0.00063	-1.00000
16	un	1664	0.02569	-1.00000	0.01013	-1.00000	-0.00088	-1.00000
43	un	7304	-0.03348	-1.00000	-0.00682	-1.00000	-0.00984	-1.00000
46	un	8859	0.03929	-1.00000	0.00581	-1.00000	0.01894	-1.00000
58	un	14586	-0.03554	-1.00000	-0.03053	-1.00000	-0.04868	-1.00000
64	un	16230	0.00693	-1.00000	0.00214	-1.00000	0.01590	-1.00000
77	un	20134	-0.05660	-1.00000	-0.00868	-1.00000	-0.01651	-1.00000
86	un	23185	0.03929	-1.00000	0.00581	-1.00000	0.01894	-1.00000
105	un	30282	0.18392	-1.00000	0.14891	-1.00000	0.19688	-1.00000
113	un	31773	-0.05791	-1.00000	-0.00935	-1.00000	-0.01855	-1.00000
125	un	35036	-0.05767	-1.00000	-0.02115	-1.00000	-0.03005	-1.00000
159	un	41299	-0.05151	-1.00000	-0.00790	-1.00000	-0.00757	-1.00000
162	un	42868	-0.03941	-1.00000	-0.03652	-1.00000	-0.05659	-1.00000
165	un	43714	0.09422	-1.00000	0.03111	-1.00000	0.02578	-1.00000
172	un	45775	-0.04551	-1.00000	-0.04724	-1.00000	-0.06990	-1.00000
173	un	46431	-0.02312	-1.00000	-0.00744	-1.00000	-0.01297	-1.00000
185	un	48045	0.16857	-1.00000	0.06871	-1.00000	0.06223	-1.00000
203	un	52892	-0.05390	-1.00000	-0.04381	-1.00000	0.01787	-1.00000
228	un	59223	-0.05164	-1.00000	-0.00835	-1.00000	0.04123	-1.00000
235	un	60550	0.05241	-1.00000	0.01043	-1.00000	0.01567	-1.00000
247	un	65267	0.03247	-1.00000	0.00456	-1.00000	0.00760	-1.00000
261	un	71593	-0.05048	-1.00000	-0.04184	-1.00000	-0.01662	-1.00000
269	un	75639	0.05807	-1.00000	0.04462	-1.00000	0.01090	-1.00000
281	un	78163	0.01226	-1.00000	0.00222	-1.00000	0.02388	-1.00000
283	un	78923	-0.04932	-1.00000	-0.02416	-1.00000	-0.02365	-1.00000
288	un	79773	0.15786	-1.00000	0.13529	-1.00000	0.12842	-1.00000
308	un	86285	0.11417	-1.00000	0.11921	-1.00000	0.09473	-1.00000
327	un	90736	-0.05209	-1.00000	-0.03062	-1.00000	-0.01377	-1.00000
330	un	92133	-0.05098	-1.00000	-0.00743	-1.00000	-0.00723	-1.00000
332	un	93761	-0.00460	-1.00000	-0.00220	-1.00000	0.07357	-1.00000
337	un	95348	0.03867	-1.00000	0.03276	-1.00000	0.07470	-1.00000
374	un	105477	-0.03109	-1.00000	-0.00822	-1.00000	0.00196	-1.00000
395	un	111950	0.02748	-1.00000	0.01286	-1.00000	-0.01831	-1.00000
422	un	120761	-0.03226	-1.00000	-0.00713	-1.00000	-0.00578	-1.00000
427	un	124044	-0.05098	-1.00000	-0.00743	-1.00000	-0.00406	-1.00000
429	un	124879	-0.05311	-1.00000	-0.04119	-1.00000	-0.02070	-1.00000
434	un	126578	0.05157	-1.00000	0.02607	-1.00000	0.02118	-1.00000
442	un	129085	-0.05001	-1.00000	-0.01479	-1.00000	-0.01467	-1.00000
461	un	135831	-0.04952	-1.00000	-0.02916	-1.00000	-0.02991	-1.00000
465	un	136668	-0.05437	-1.00000	-0.04282	-1.00000	-0.01214	-1.00000
468	un	137343	0.21112	-1.00000	0.22070	-1.00000	0.22125	-1.00000
488	un	143973	-0.04103	-1.00000	-0.00773	-1.00000	-0.00664	-1.00000
489	un	144735	0.01973	-1.00000	0.00292	-1.00000	-0.00000	-1.00000
504	un	148661	-0.01838	-1.00000	-0.00464	-1.00000	0.00584	-1.00000
506	un	150306	-0.04732	-1.00000	-0.04956	-1.00000	-0.07115	-1.00000
507	un	151134	-0.01798	-1.00000	-0.01446	-1.00000	0.06115	-1.00000
510	un	151967	0.01695	-1.00000	0.00555	-1.00000	0.04389	-1.00000
514	un	152760	0.03612	-1.00000	0.02862	-1.00000	0.02533	-1.00000
537	un	159433	0.17647	-1.00000	0.07317	-1.00000	0.06562	-1.00000
581	un	175534	-0.05448	-1.00000	-0.01557	-1.00000	-0.03368	-1.00000
602	un	177026	0.10228	-1.00000	0.02641	-1.00000	0.04578	-1.00000
616	un	183577	-0.04961	-1.00000	-0.03115	-1.00000	-0.05257	-1.00000
625	un	187492	-0.03910	-1.00000	-0.00835	-1.00000	0.00041	-1.00000
638	un	191634	0.35379	-1.00000	0.11532	-1.00000	0.09172	-1.00000
653	un	196332	0.09558	-1.00000	0.02024	-1.00000	0.01554	-1.00000
666	un	201130	0.03929	-1.00000	0.00581	-1.00000	0.01894	-1.00000
668	un	201968	0.03247	-1.00000	0.00456	-1.00000	0.00760	-1.00000
675	un	204330	0.01241	-1.00000	0.00191	-1.00000	-0.00070	-1.00000
690	un	207522	-0.03910	-1.00000	-0.00835	-1.00000	0.00041	-1.00000
705	un	214735	0.02602	-1.00000	0.00673	-1.00000	0.00297	-1.00000
719	un	216356	0.07807	-1.00000	0.03951	-1.00000	0.02449	-1.00000
727	un	219755	0.00318	-1.00000	0.00182	-1.00000	0.00388	-1.00000
734	un	222735	-0.03333	-1.00000	-0.02199	-1.00000	-0.02428	-1.00000
746	un	225964	0.03881	-1.00000	0.00633	-1.00000	-0.00441	-1.00000
747	un	226717	0.12833	-1.00000	0.13176	-1.00000	0.13102	-1.00000
768	un	233066	-0.05509	-1.00000	-0.00804	-1.00000	0.00301	-1.00000
770	un	233914	0.29099	-1.00000	0.06944	-1.00000	0.06250	-1.00000
788	un	240019	-0.04777	-1.00000	-0.01653	-1.00000	0.04132	-1.00000
793	un	242461	0.02399	-1.00000	0.00834	-1.00000	0.01228	-1.00000
804	un	244813	0.03992	-1.00000	0.00633	-1.00000	0.02778	-1.00000
811	un	245513	0.14542	-1.00000	0.08000	-1.00000	0.17314	-1.00000
814	un	247215	-0.04693	-1.00000	-0.01146	-1.00000	-0.01236	-1.00000
817	un	248745	0.14260	-1.00000	0.14597	-1.00000	0.15760	-1.00000
824	un	249628	0.04730	-1.00000	0.02102	-1.00000	0.00699	-1.00000
854	un	261459	-0.05164	-1.00000	-0.00835	-1.00000	-0.00266	-1.00000
882	un	268768	-0.03279	-1.00000	-0.00747	-1.00000	-0.01229	-1.00000
886	un	269581	-0.01557	-1.00000	-0.00700	-1.00000	0.02801	-1.00000
900	un	273625	-0.03390	-1.00000	-0.01960	-1.00000	0.01195	-1.00000
917	un	278062	-0.01446	-1.00000	-0.00925	-1.00000	0.02705	-1.00000
925	un	280470	-0.04368	-1.00000	-0.01851	-1.00000	-0.01163	-1.00000
927	un	281246	-0.05437	-1.00000	-0.04282	-1.00000	-0.01214	-1.00000
932	un	283760	0.01241	-1.00000	0.00191	-1.00000	-0.00474	-1.00000
945	un	288475	0.27156	-1.00000	0.12046	-1.00000	0.09991	-1.00000
949	un	289224	-0.05890	-1.00000	-0.01006	-1.00000	-0.01945	-1.00000
971	un	296210	-0.04887	-1.00000	-0.01930	-1.00000	-0.02027	-1.00000
995	un	304250	0.21222	-1.00000	0.03543	-1.00000	0.02985	-1.00000
1042	un	316894	-0.05001	-1.00000	-0.01479	-1.00000	-0.01467	-1.00000
1080	un	327607	0.12376	-1.00000	0.04065	-1.00000	0.06452	-1.00000
1087	un	329261	-0.02798	-1.00000	-0.00545	-1.00000	-0.00737	-1.00000
1108	un	333086	0.32782	-1.00000	0.11374	-1.00000	0.09138	-1.00000
1110	un	333865	0.00952	-1.00000	0.00991	-1.00000	0.03702	-1.00000
1117	un	336253	-0.04268	-1.00000	-0.02726	-1.00000	-0.02538	-1.00000
1139	un	342590	-0.04833	-1.00000	-0.03478	-1.00000	-0.01989	-1.00000
1141	un	343971	0.03247	-1.00000	0.00456	-1.00000	0.00760	-1.00000
1151	un	347130	-0.04459	-1.00000	-0.03153	-1.00000	-0.00335	-1.00000
1160	un	349512	0.01344	-1.00000	0.01168	-1.00000	0.04918	-1.00000
1161	un	350319	-0.05018	-1.00000	-0.00698	-1.00000	-0.00691	-1.00000
1163	un	351067	0.03929	-1.00000	0.00581	-1.00000	0.00881	-1.00000
1180	un	354351	0.04749	-1.00000	0.00742	-1.00000	0.04304	-1.00000
1187	un	355959	0.08056	-1.00000	0.02044	-1.00000	0.02685	-1.00000
1188	un	356801	-0.04693	-1.00000	-0.01146	-1.00000	-0.01236	-1.00000
1198	un	359875	-0.05287	-1.00000	-0.03062	-1.00000	-0.04065	-1.00000
1203	un	361499	-0.01838	-1.00000	-0.00464	-1.00000	0.00584	-1.00000
1207	un	364014	-0.05310	-1.00000	-0.03484	-1.00000	-0.04310	-1.00000
1211	un	364802	0.02477	-1.00000	0.00362	-1.00000	0.00760	-1.00000
1235	un	374199	-0.05151	-1.00000	-0.00790	-1.00000	0.01130	-1.00000
1239	un	375058	0.06045	-1.00000	0.03949	-1.00000	0.05251	-1.00000
1250	un	377293	-0.04127	-1.00000	-0.03626	-1.00000	-0.00738	-1.00000
1252	un	378155	0.17933	-1.00000	0.14436	-1.00000	0.13062	-1.00000
1254	un	379782	0.15354	-1.00000	0.06474	-1.00000	0.04643	-1.00000
1276	un	385624	-0.04679	-1.00000	-0.01026	-1.00000	-0.02462	-1.00000
1313	un	396121	0.01241	-1.00000	0.00191	-1.00000	-0.00070	-1.00000
1323	un	398460	0.00102	-1.00000	0.00089	-1.00000	-0.00499	-1.00000
1340	un	406569	-0.04730	-1.00000	-0.04654	-1.00000	-0.04578	-1.00000
1364	un	413834	-0.05348	-1.00000	-0.05259	-1.00000	-0.03435	-1.00000
1370	un	416266	-0.04811	-1.00000	-0.04671	-1.00000	-0.02086	-1.00000
1401	un	424217	0.09113	-1.00000	0.06913	-1.00000	0.06154	-1.00000
1409	un	427988	0.03285	-1.00000	0.03452	-1.00000	0.09498	-1.00000
1453	un	441334	-0.05151	-1.00000	-0.00790	-1.00000	-0.00757	-1.00000
1457	un	442905	0.03929	-1.00000	0.00581	-1.00000	0.01894	-1.00000
1466	un	446053	0.08519	-1.00000	0.01873	-1.00000	0.00620	-1.00000
1473	un	446920	-0.04385	-1.00000	-0.01020	-1.00000	-0.00858	-1.00000
1478	un	447853	-0.03189	-1.00000	-0.01807	-1.00000	-0.04071	-1.00000
1486	un	449835	-0.05660	-1.00000	-0.05708	-1.00000	-0.06710	-1.00000
1505	un	453493	-0.05660	-1.00000	-0.00868	-1.00000	-0.01651	-1.00000
1506	un	454301	-0.04679	-1.00000	-0.01026	-1.00000	-0.00246	-1.00000
1517	un	457561	-0.05660	-1.00000	-0.00868	-1.00000	-0.01651	-1.00000
1518	un	458312	0.03247	-1.00000	0.00456	-1.00000	0.00760	-1.00000
1526	un	459134	0.01344	-1.00000	0.00553	-1.00000	0.00191	-1.00000
1532	un	461599	0.05750	-1.00000	0.00954	-1.00000	0.08145	-1.00000
1535	un	462418	-0.01858	-1.00000	-0.00553	-1.00000	-0.00578	-1.00000
1538	un	463217	-0.03879	-1.00000	-0.02826	-1.00000	-0.02026	-1.00000
1566	un	475439	-0.00098	-1.00000	-0.00067	-1.00000	0.02378	-1.00000
1567	un	476222	-0.03109	-1.00000	-0.00822	-1.00000	-0.01866	-1.00000
1603	un	489315	-0.04721	-1.00000	-0.02070	-1.00000	-0.02292	-1.00000
1647	un	503780	-0.01442	-1.00000	-0.01510	-1.00000	-0.01302	-1.00000
1648	un	504569	-0.05035	-1.00000	-0.03438	-1.00000	-0.00436	-1.00000
1671	un	513388	-0.04721	-1.00000	-0.02070	-1.00000	-0.02292	-1.00000
1681	un	519157	-0.04285	-1.00000	-0.04013	-1.00000	-0.02613	-1.00000
1707	un	528600	0.04816	-1.00000	0.00836	-1.00000	-0.00162	-1.00000
1714	un	533474	-0.05004	-1.00000	-0.00987	-1.00000	-0.00195	-1.00000
1723	un	535777	0.19223	-1.00000	0.03447	-1.00000	0.01921	-1.00000
1724	un	536547	0.52349	-1.00000	0.42748	-1.00000	0.41414	-1.00000
1741	un	543217	0.08519	-1.00000	0.01873	-1.00000	0.00620	-1.00000
1757	un	548000	-0.05807	-1.00000	-0.05849	-1.00000	-0.03697	-1.00000
1762	un	549611	-0.04012	-1.00000	-0.00962	-1.00000	0.02139	-1.00000
1777	un	554380	0.02721	-1.00000	0.01713	-1.00000	0.03540	-1.00000
1779	un	555216	-0.05890	-1.00000	-0.01006	-1.00000	-0.01945	-1.00000
1781	un	555984	-0.05193	-1.00000	-0.05357	-1.00000	-0.02976	-1.00000
1792	un	559559	0.05806	-1.00000	0.02489	-1.00000	0.05286	-1.00000
1807	un	563626	-0.02481	-1.00000	-0.01518	-1.00000	-0.00199	-1.00000
1809	un	564416	0.08056	-1.00000	0.07270	-1.00000	0.09845	-1.00000
1812	un	566021	-0.03098	-1.00000	-0.01044	-1.00000	-0.00472	-1.00000
1820	un	567411	-0.01514	-1.00000	-0.01367	-1.00000	-0.00381	-1.00000
1835	un	572217	-0.05208	-1.00000	-0.04987	-1.00000	-0.06029	-1.00000
1845	un	575851	-0.01523	-1.00000	-0.00465	-1.00000	-0.00105	-1.00000
1857	un	580502	0.02302	-1.00000	0.01252	-1.00000	0.02896	-1.00000
1878	un	586125	0.01842	-1.00000	0.00706	-1.00000	0.02420	-1.00000
1879	un	586941	0.22363	-1.00000	0.22874	-1.00000	0.21404	-1.00000
1885	un	589242	0.00973	-1.00000	0.00771	-1.00000	0.04805	-1.00000
1899	un	592529	-0.03910	-1.00000	-0.00835	-1.00000	0.00041	-1.00000
1905	un	594912	0.03247	-1.00000	0.00456	-1.00000	0.00760	-1.00000
1907	un	595674	-0.04952	-1.00000	-0.02916	-1.00000	-0.02991	-1.00000
